sample,time_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg_zeroed,pitch_deg_zeroed,yaw_deg_zeroed
35,1.4401,0.125000,0.195312,9.953125,0.003906,-0.001953,0.000000,0.01177979,-0.00085449,0.50805664,0.86126709,0.0192,-0.0121,2.3578
36,1.4801,0.125000,0.195312,9.953125,0.001953,-0.001953,0.001953,0.01177979,-0.00085449,0.50805664,0.86126709,0.0192,-0.0121,2.3578
37,1.5201,0.125000,0.195312,9.953125,-0.003906,0.000000,-0.001953,0.01184082,-0.00085449,0.50799561,0.86126709,0.0252,-0.0157,2.3487
38,1.5601,0.125000,0.195312,9.914062,0.001953,-0.001953,0.001953,0.01184082,-0.00085449,0.50799561,0.86126709,0.0252,-0.0157,2.3487
39,1.6001,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01177979,-0.00085449,0.50787354,0.86132812,0.0190,-0.0123,2.3321
40,1.6401,0.125000,0.195312,9.953125,-0.001953,0.000000,0.000000,0.01177979,-0.00079346,0.50775146,0.86138916,0.0225,-0.0065,2.3155
41,1.6801,0.125000,0.195312,9.914062,0.001953,-0.001953,-0.001953,0.01177979,-0.00079346,0.50775146,0.86145020,0.0225,-0.0064,2.3172
42,1.7201,0.125000,0.195312,9.914062,0.003906,-0.001953,0.001953,0.01177979,-0.00079346,0.50762939,0.86151123,0.0224,-0.0066,2.3006
43,1.7601,0.125000,0.195312,9.914062,0.005859,0.000000,0.000000,0.01177979,-0.00079346,0.50762939,0.86151123,0.0224,-0.0066,2.3006
44,1.8001,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01177979,-0.00079346,0.50744629,0.86157227,0.0222,-0.0069,2.2750
45,1.8401,0.125000,0.195312,9.953125,0.001953,0.000000,0.000000,0.01177979,-0.00079346,0.50738525,0.86163330,0.0222,-0.0069,2.2676
46,1.8801,0.125000,0.195312,9.953125,-0.001953,0.000000,-0.001953,0.01177979,-0.00079346,0.50720215,0.86175537,0.0220,-0.0071,2.2436
47,1.9201,0.125000,0.195312,9.953125,0.003906,0.001953,0.000000,0.01177979,-0.00079346,0.50708008,0.86181641,0.0219,-0.0073,2.2271
48,1.9601,0.125000,0.195312,9.914062,-0.003906,0.000000,0.000000,0.01177979,-0.00079346,0.50708008,0.86181641,0.0219,-0.0073,2.2271
49,2.0001,0.125000,0.195312,9.914062,0.001953,0.001953,-0.001953,0.01177979,-0.00079346,0.50695801,0.86187744,0.0218,-0.0074,2.2106
50,2.0401,0.125000,0.195312,9.914062,0.001953,0.001953,-0.001953,0.01177979,-0.00079346,0.50677490,0.86199951,0.0217,-0.0077,2.1866
51,2.0801,0.125000,0.195312,9.953125,0.001953,0.000000,0.001953,0.01177979,-0.00079346,0.50671387,0.86206055,0.0216,-0.0077,2.1792
52,2.1201,0.125000,0.195312,9.914062,-0.001953,0.000000,-0.001953,0.01177979,-0.00079346,0.50653076,0.86212158,0.0214,-0.0080,2.1536
53,2.1601,0.164062,0.195312,9.914062,0.001953,0.000000,0.000000,0.01177979,-0.00079346,0.50653076,0.86212158,0.0214,-0.0080,2.1536
54,2.2001,0.125000,0.195312,9.914062,0.000000,-0.001953,0.000000,0.01171875,-0.00085449,0.50640869,0.86224365,0.0118,-0.0106,2.1388
55,2.2401,0.125000,0.195312,9.914062,0.000000,-0.001953,0.000000,0.01171875,-0.00085449,0.50622559,0.86230469,0.0116,-0.0109,2.1131
56,2.2801,0.125000,0.195312,9.953125,-0.001953,0.000000,0.000000,0.01165771,-0.00085449,0.50610352,0.86236572,0.0054,-0.0075,2.0966
57,2.3201,0.125000,0.195312,9.953125,-0.001953,0.000000,0.000000,0.01159668,-0.00085449,0.50598145,0.86242676,-0.0007,-0.0041,2.0800
58,2.3601,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01159668,-0.00085449,0.50598145,0.86242676,-0.0007,-0.0041,2.0800
59,2.4001,0.125000,0.195312,9.953125,0.001953,0.000000,0.001953,0.01159668,-0.00085449,0.50585938,0.86254883,-0.0008,-0.0042,2.0652
60,2.4401,0.125000,0.195312,9.953125,0.001953,0.000000,0.001953,0.01159668,-0.00085449,0.50573730,0.86260986,-0.0009,-0.0044,2.0487
61,2.4801,0.125000,0.195312,9.953125,0.001953,-0.001953,0.001953,0.01159668,-0.00085449,0.50561523,0.86267090,-0.0010,-0.0045,2.0322
62,2.5201,0.125000,0.195312,9.953125,0.003906,0.000000,0.000000,0.01159668,-0.00085449,0.50549316,0.86273193,-0.0011,-0.0047,2.0157
63,2.5601,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01159668,-0.00085449,0.50549316,0.86273193,-0.0011,-0.0047,2.0157
64,2.6001,0.125000,0.195312,9.914062,0.000000,0.001953,0.001953,0.01159668,-0.00085449,0.50537109,0.86279297,-0.0012,-0.0049,1.9992
65,2.6401,0.164062,0.195312,9.914062,0.000000,0.001953,0.001953,0.01159668,-0.00085449,0.50524902,0.86291504,-0.0013,-0.0050,1.9844
66,2.6801,0.125000,0.195312,9.914062,0.003906,0.000000,0.000000,0.01165771,-0.00085449,0.50512695,0.86297607,0.0046,-0.0087,1.9679
67,2.7201,0.125000,0.195312,9.953125,-0.003906,0.000000,0.000000,0.01159668,-0.00085449,0.50506592,0.86303711,-0.0014,-0.0052,1.9605
68,2.7601,0.125000,0.195312,9.914062,-0.001953,0.001953,0.000000,0.01159668,-0.00085449,0.50506592,0.86303711,-0.0014,-0.0052,1.9605
69,2.8001,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50494385,0.86309814,-0.0076,-0.0018,1.9439
70,2.8401,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50482178,0.86315918,-0.0077,-0.0020,1.9274
71,2.8801,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50469971,0.86322021,-0.0078,-0.0022,1.9109
72,2.9201,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50457764,0.86328125,-0.0079,-0.0023,1.8944
73,2.9601,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50457764,0.86328125,-0.0079,-0.0023,1.8944
74,3.0001,0.164062,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50445557,0.86334229,-0.0080,-0.0025,1.8779
75,3.0401,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01153564,-0.00085449,0.50439453,0.86340332,-0.0081,-0.0026,1.8706
76,3.0801,0.125000,0.195312,9.914062,0.001953,0.000000,0.001953,0.01159668,-0.00079346,0.50427246,0.86346436,0.0014,-0.0002,1.8540
77,3.1201,0.125000,0.195312,9.914062,-0.003906,0.001953,-0.001953,0.01159668,-0.00079346,0.50421143,0.86352539,0.0013,-0.0003,1.8467
78,3.1601,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01159668,-0.00079346,0.50421143,0.86352539,0.0013,-0.0003,1.8467
79,3.2001,0.125000,0.195312,9.953125,-0.001953,0.001953,0.000000,0.01153564,-0.00079346,0.50408936,0.86358643,-0.0048,0.0031,1.8301
80,3.2401,0.164062,0.195312,9.953125,-0.001953,0.001953,0.000000,0.01153564,-0.00079346,0.50396729,0.86364746,-0.0049,0.0029,1.8136
81,3.2801,0.125000,0.195312,9.953125,0.003906,0.000000,0.000000,0.01159668,-0.00079346,0.50390625,0.86364746,0.0010,-0.0007,1.8046
82,3.3201,0.125000,0.195312,9.914062,0.003906,0.001953,-0.001953,0.01159668,-0.00073242,0.50384521,0.86370850,0.0045,0.0053,1.7971
83,3.3601,0.125000,0.195312,9.914062,0.001953,0.000000,-0.001953,0.01159668,-0.00073242,0.50384521,0.86370850,0.0045,0.0053,1.7971
84,3.4001,0.125000,0.195312,9.914062,-0.005859,0.001953,0.000000,0.01159668,-0.00073242,0.50372314,0.86376953,0.0044,0.0051,1.7806
85,3.4401,0.125000,0.195312,9.914062,-0.005859,0.001953,0.000000,0.01159668,-0.00073242,0.50360107,0.86383057,0.0043,0.0049,1.7642
86,3.4801,0.125000,0.195312,9.953125,-0.003906,0.001953,0.000000,0.01159668,-0.00073242,0.50360107,0.86389160,0.0043,0.0050,1.7659
87,3.5201,0.125000,0.195312,9.953125,-0.009766,0.003906,-0.001953,0.01153564,-0.00079346,0.50347900,0.86395264,-0.0053,0.0023,1.7494
88,3.5601,0.125000,0.195312,9.953125,-0.001953,0.000000,0.001953,0.01153564,-0.00079346,0.50347900,0.86395264,-0.0053,0.0023,1.7494
89,3.6002,0.164062,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01153564,-0.00073242,0.50335693,0.86401367,-0.0019,0.0082,1.7329
90,3.6401,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01153564,-0.00073242,0.50329590,0.86401367,-0.0020,0.0081,1.7238
91,3.6801,0.125000,0.195312,9.914062,0.003906,0.000000,0.000000,0.01159668,-0.00073242,0.50323486,0.86407471,0.0040,0.0045,1.7165
92,3.7201,0.125000,0.195312,9.953125,0.007812,0.001953,0.000000,0.01159668,-0.00067139,0.50317383,0.86413574,0.0075,0.0105,1.7090
93,3.7601,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01159668,-0.00067139,0.50317383,0.86413574,0.0075,0.0105,1.7090
94,3.8001,0.125000,0.195312,9.914062,-0.003906,0.000000,0.001953,0.01165771,-0.00067139,0.50311279,0.86413574,0.0135,0.0069,1.7000
95,3.8401,0.125000,0.195312,9.914062,-0.003906,0.000000,0.001953,0.01165771,-0.00067139,0.50305176,0.86419678,0.0134,0.0068,1.6926
96,3.8801,0.125000,0.195312,9.914062,-0.007812,-0.001953,0.001953,0.01165771,-0.00067139,0.50299072,0.86419678,0.0133,0.0067,1.6835
97,3.9201,0.125000,0.195312,9.914062,0.003906,0.000000,0.001953,0.01171875,-0.00067139,0.50292969,0.86425781,0.0194,0.0031,1.6762
98,3.9601,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01171875,-0.00067139,0.50292969,0.86425781,0.0194,0.0031,1.6762
99,4.0001,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01171875,-0.00061035,0.50292969,0.86425781,0.0229,0.0092,1.6761
100,4.0401,0.125000,0.195312,9.953125,0.001953,0.000000,0.000000,0.01171875,-0.00061035,0.50286865,0.86425781,0.0228,0.0091,1.6670
101,4.0801,0.125000,0.195312,9.914062,0.001953,-0.001953,0.000000,0.01171875,-0.00067139,0.50286865,0.86431885,0.0193,0.0031,1.6689
102,4.1201,0.164062,0.195312,9.914062,0.001953,0.001953,-0.003906,0.01171875,-0.00067139,0.50280762,0.86431885,0.0192,0.0030,1.6597
103,4.1601,0.125000,0.195312,9.914062,-0.001953,0.000000,-0.001953,0.01171875,-0.00067139,0.50280762,0.86431885,0.0192,0.0030,1.6597
104,4.2001,0.125000,0.195312,9.953125,0.003906,0.001953,0.000000,0.01171875,-0.00067139,0.50280762,0.86431885,0.0192,0.0030,1.6597
105,4.2401,0.125000,0.195312,9.914062,0.003906,0.001953,0.000000,0.01177979,-0.00061035,0.50274658,0.86431885,0.0287,0.0054,1.6506
106,4.2801,0.164062,0.195312,9.914062,-0.001953,0.001953,-0.001953,0.01177979,-0.00061035,0.50274658,0.86437988,0.0288,0.0055,1.6524
107,4.3201,0.125000,0.195312,9.914062,0.001953,0.000000,0.001953,0.01184082,-0.00054932,0.50274658,0.86437988,0.0383,0.0080,1.6523
108,4.3601,0.164062,0.195312,9.953125,0.003906,0.000000,0.001953,0.01184082,-0.00054932,0.50274658,0.86437988,0.0383,0.0080,1.6523
109,4.4001,0.125000,0.195312,9.914062,0.001953,0.000000,-0.001953,0.01184082,-0.00054932,0.50274658,0.86437988,0.0383,0.0080,1.6523
110,4.4401,0.125000,0.195312,9.953125,0.001953,0.000000,-0.001953,0.01184082,-0.00054932,0.50274658,0.86437988,0.0383,0.0080,1.6523
111,4.4801,0.125000,0.195312,9.914062,0.001953,0.000000,0.000000,0.01184082,-0.00061035,0.50274658,0.86437988,0.0348,0.0019,1.6524
112,4.5201,0.164062,0.195312,9.914062,-0.005859,-0.001953,-0.001953,0.01184082,-0.00061035,0.50274658,0.86437988,0.0348,0.0019,1.6524
113,4.5601,0.125000,0.195312,9.914062,0.000000,0.001953,0.000000,0.01184082,-0.00061035,0.50274658,0.86437988,0.0348,0.0019,1.6524
114,4.6001,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01184082,-0.00061035,0.50274658,0.86437988,0.0348,0.0019,1.6524
115,4.6401,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00061035,0.50274658,0.86437988,0.0409,-0.0016,1.6525
116,4.6801,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00061035,0.50274658,0.86437988,0.0409,-0.0016,1.6525
117,4.7201,0.164062,0.195312,9.914062,0.003906,0.000000,-0.001953,0.01196289,-0.00061035,0.50274658,0.86437988,0.0469,-0.0051,1.6526
118,4.7601,0.125000,0.195312,9.953125,0.000000,0.001953,0.000000,0.01190186,-0.00054932,0.50274658,0.86437988,0.0444,0.0045,1.6524
119,4.8001,0.125000,0.195312,9.953125,-0.001953,0.001953,0.000000,0.01190186,-0.00054932,0.50274658,0.86437988,0.0444,0.0045,1.6524
120,4.8401,0.125000,0.195312,9.953125,-0.001953,0.001953,0.000000,0.01190186,-0.00061035,0.50274658,0.86437988,0.0409,-0.0016,1.6525
121,4.8801,0.125000,0.195312,9.953125,0.000000,0.000000,0.001953,0.01196289,-0.00054932,0.50268555,0.86437988,0.0504,0.0009,1.6434
122,4.9206,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01196289,-0.00054932,0.50268555,0.86437988,0.0504,0.0009,1.6434
123,4.9601,0.125000,0.195312,9.953125,0.001953,0.001953,-0.001953,0.01196289,-0.00054932,0.50268555,0.86437988,0.0504,0.0009,1.6434
124,5.0001,0.164062,0.195312,9.953125,-0.001953,0.001953,-0.001953,0.01190186,-0.00054932,0.50268555,0.86437988,0.0443,0.0044,1.6433
125,5.0401,0.125000,0.195312,9.914062,-0.001953,-0.001953,0.001953,0.01196289,-0.00061035,0.50268555,0.86437988,0.0468,-0.0052,1.6435
126,5.0801,0.125000,0.195312,9.953125,-0.001953,-0.001953,0.001953,0.01196289,-0.00061035,0.50268555,0.86437988,0.0468,-0.0052,1.6435
127,5.1201,0.125000,0.195312,9.914062,0.003906,0.000000,0.000000,0.01196289,-0.00061035,0.50268555,0.86437988,0.0468,-0.0052,1.6435
128,5.1601,0.125000,0.195312,9.914062,0.001953,0.003906,-0.001953,0.01196289,-0.00061035,0.50268555,0.86437988,0.0468,-0.0052,1.6435
129,5.2001,0.125000,0.195312,9.914062,0.003906,0.000000,0.001953,0.01202393,-0.00054932,0.50262451,0.86444092,0.0564,-0.0027,1.6361
130,5.2401,0.125000,0.195312,9.953125,0.003906,0.000000,0.001953,0.01202393,-0.00061035,0.50262451,0.86444092,0.0529,-0.0088,1.6362
131,5.2801,0.164062,0.195312,9.953125,-0.003906,0.001953,0.000000,0.01202393,-0.00061035,0.50262451,0.86444092,0.0529,-0.0088,1.6362
132,5.3201,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01196289,-0.00061035,0.50256348,0.86444092,0.0467,-0.0054,1.6270
133,5.3601,0.125000,0.195312,9.914062,0.001953,0.000000,0.001953,0.01196289,-0.00061035,0.50256348,0.86444092,0.0467,-0.0054,1.6270
134,5.4001,0.125000,0.195312,9.953125,-0.001953,0.001953,0.000000,0.01202393,-0.00061035,0.50262451,0.86444092,0.0529,-0.0088,1.6362
135,5.4401,0.125000,0.195312,9.914062,-0.001953,0.001953,0.000000,0.01202393,-0.00054932,0.50256348,0.86444092,0.0563,-0.0028,1.6270
136,5.4801,0.125000,0.195312,9.953125,0.000000,0.000000,0.001953,0.01208496,-0.00054932,0.50256348,0.86444092,0.0623,-0.0063,1.6270
137,5.5201,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01208496,-0.00061035,0.50262451,0.86444092,0.0589,-0.0123,1.6362
138,5.5601,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01208496,-0.00061035,0.50262451,0.86444092,0.0589,-0.0123,1.6362
139,5.6001,0.125000,0.195312,9.953125,0.003906,0.000000,-0.001953,0.01208496,-0.00061035,0.50262451,0.86444092,0.0589,-0.0123,1.6362
140,5.6401,0.125000,0.195312,9.953125,0.003906,0.000000,-0.001953,0.01208496,-0.00061035,0.50262451,0.86437988,0.0589,-0.0123,1.6345
141,5.6801,0.125000,0.195312,9.914062,-0.003906,0.000000,0.000000,0.01202393,-0.00061035,0.50268555,0.86437988,0.0529,-0.0087,1.6435
142,5.7201,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01202393,-0.00061035,0.50274658,0.86437988,0.0530,-0.0086,1.6526
143,5.7601,0.125000,0.195312,9.953125,-0.001953,0.001953,-0.001953,0.01202393,-0.00061035,0.50274658,0.86437988,0.0530,-0.0086,1.6526
144,5.8001,0.164062,0.195312,9.914062,0.001953,0.000000,0.000000,0.01196289,-0.00067139,0.50274658,0.86437988,0.0434,-0.0111,1.6526
145,5.8401,0.164062,0.195312,9.953125,0.001953,0.000000,0.000000,0.01196289,-0.00061035,0.50280762,0.86431885,0.0469,-0.0050,1.6599
146,5.8801,0.164062,0.195312,9.914062,-0.003906,0.000000,-0.001953,0.01196289,-0.00067139,0.50280762,0.86431885,0.0434,-0.0111,1.6600
147,5.9201,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01196289,-0.00067139,0.50286865,0.86431885,0.0435,-0.0110,1.6691
148,5.9601,0.125000,0.195312,9.953125,0.001953,0.000000,0.001953,0.01196289,-0.00067139,0.50286865,0.86431885,0.0435,-0.0110,1.6691
149,6.0001,0.125000,0.195312,9.953125,0.001953,-0.001953,-0.001953,0.01196289,-0.00067139,0.50286865,0.86425781,0.0435,-0.0110,1.6674
150,6.0401,0.164062,0.195312,9.914062,0.001953,-0.001953,-0.001953,0.01202393,-0.00067139,0.50292969,0.86425781,0.0496,-0.0144,1.6765
151,6.0801,0.125000,0.195312,9.953125,-0.003906,0.001953,-0.001953,0.01202393,-0.00067139,0.50292969,0.86425781,0.0496,-0.0144,1.6765
152,6.1201,0.125000,0.195312,9.953125,0.001953,0.000000,0.000000,0.01208496,-0.00061035,0.50292969,0.86425781,0.0592,-0.0119,1.6765
153,6.1601,0.125000,0.195312,9.914062,-0.005859,0.003906,0.001953,0.01208496,-0.00061035,0.50292969,0.86425781,0.0592,-0.0119,1.6765
154,6.2001,0.125000,0.195312,9.953125,-0.003906,-0.001953,0.000000,0.01208496,-0.00061035,0.50292969,0.86425781,0.0592,-0.0119,1.6765
155,6.2401,0.125000,0.195312,9.914062,-0.003906,-0.001953,0.000000,0.01208496,-0.00061035,0.50299072,0.86419678,0.0592,-0.0119,1.6839
156,6.2801,0.125000,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01208496,-0.00067139,0.50299072,0.86419678,0.0557,-0.0179,1.6840
157,6.3201,0.125000,0.195312,9.953125,-0.003906,0.000000,0.001953,0.01202393,-0.00067139,0.50299072,0.86419678,0.0496,-0.0144,1.6839
158,6.3601,0.164062,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01196289,-0.00067139,0.50299072,0.86419678,0.0436,-0.0109,1.6838
159,6.4001,0.164062,0.195312,9.953125,0.000000,0.001953,0.000000,0.01196289,-0.00067139,0.50299072,0.86419678,0.0436,-0.0109,1.6838
160,6.4401,0.125000,0.195312,9.914062,0.001953,-0.001953,0.000000,0.01196289,-0.00067139,0.50299072,0.86419678,0.0436,-0.0109,1.6838
161,6.4801,0.125000,0.195312,9.953125,0.001953,-0.001953,0.000000,0.01202393,-0.00067139,0.50299072,0.86419678,0.0496,-0.0144,1.6839
162,6.5201,0.125000,0.195312,9.953125,-0.003906,0.000000,-0.001953,0.01202393,-0.00073242,0.50299072,0.86419678,0.0461,-0.0204,1.6840
163,6.5601,0.125000,0.195312,9.914062,0.001953,0.000000,0.001953,0.01196289,-0.00073242,0.50292969,0.86425781,0.0400,-0.0170,1.6766
164,6.6001,0.164062,0.195312,9.914062,-0.001953,0.000000,0.000000,0.01196289,-0.00073242,0.50292969,0.86425781,0.0400,-0.0170,1.6766
165,6.6401,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50292969,0.86425781,0.0340,-0.0134,1.6765
166,6.6806,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50292969,0.86425781,0.0340,-0.0134,1.6765
167,6.7201,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50286865,0.86425781,0.0339,-0.0136,1.6674
168,6.7601,0.164062,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50286865,0.86431885,0.0339,-0.0135,1.6691
169,6.8001,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50286865,0.86431885,0.0339,-0.0135,1.6691
170,6.8401,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50280762,0.86431885,0.0339,-0.0136,1.6600
171,6.8801,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50280762,0.86431885,0.0339,-0.0136,1.6600
172,6.9201,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50274658,0.86431885,0.0338,-0.0137,1.6509
173,6.9601,0.125000,0.195312,9.914062,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50274658,0.86437988,0.0338,-0.0137,1.6527
174,7.0001,0.125000,0.195312,9.953125,0.000000,0.000000,0.000000,0.01190186,-0.00073242,0.50274658,0.86437988,0.0338,-0.0137,1.6527
