sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
82,3.280056075000175,vn200,VNYMR,-83.235,6.603,0.091,0.0297,0.0534,0.2629,1.095,-0.035,-9.552,-0.000401,0.000348,0.000347,,,,,,,,,,"$VNYMR,-083.235,+006.603,+000.091,+00.0297,+00.0534,+00.2629,+01.095,-00.035,-09.552,-00.000401,+00.000348,+00.000347*61"
83,3.3200562500005617,vn200,VNYMR,-83.236,6.603,0.09,0.0297,0.0526,0.2641,1.111,-0.026,-9.532,0.001068,0.000624,0.00099,,,,,,,,,,"$VNYMR,-083.236,+006.603,+000.090,+00.0297,+00.0526,+00.2641,+01.111,-00.026,-09.532,+00.001068,+00.000624,+00.000990*64"
84,3.360055924000335,vn200,VNYMR,-83.234,6.603,0.091,0.0297,0.0529,0.2627,1.115,-0.027,-9.522,-0.000433,0.000173,-0.000345,,,,,,,,,,"$VNYMR,-083.234,+006.603,+000.091,+00.0297,+00.0529,+00.2627,+01.115,-00.027,-09.522,-00.000433,+00.000173,-00.000345*60"
85,3.400057673000447,vn200,VNYMR,-83.233,6.602,0.089,0.0294,0.0514,0.2648,1.096,-0.024,-9.525,-0.000526,-0.000616,3.6e-05,,,,,,,,,,"$VNYMR,-083.233,+006.602,+000.089,+00.0294,+00.0514,+00.2648,+01.096,-00.024,-09.525,-00.000526,-00.000616,+00.000036*63"
86,3.440057533000072,vn200,VNYMR,-83.232,6.601,0.092,0.0292,0.0524,0.2624,1.141,-0.011,-9.533,0.001257,0.001319,0.000201,,,,,,,,,,"$VNYMR,-083.232,+006.601,+000.092,+00.0292,+00.0524,+00.2624,+01.141,-00.011,-09.533,+00.001257,+00.001319,+00.000201*63"
87,3.4800584849999723,vn200,VNYMR,-83.233,6.601,0.093,0.0302,0.0543,0.2624,1.096,-0.035,-9.538,-0.000577,2.9e-05,-0.001141,,,,,,,,,,"$VNYMR,-083.233,+006.601,+000.093,+00.0302,+00.0543,+00.2624,+01.096,-00.035,-09.538,-00.000577,+00.000029,-00.001141*6F"
88,3.5200577340001473,vn200,VNYMR,-83.234,6.602,0.092,0.029,0.0548,0.2617,1.085,0.002,-9.53,-0.000526,0.000399,-0.000376,,,,,,,,,,"$VNYMR,-083.234,+006.602,+000.092,+00.0290,+00.0548,+00.2617,+01.085,+00.002,-09.530,-00.000526,+00.000399,-00.000376*68"
89,3.5600577420000263,vn200,VNYMR,-83.235,6.603,0.094,0.0292,0.0524,0.2641,1.107,-0.043,-9.543,-5.6e-05,-0.001152,-4.3e-05,,,,,,,,,,"$VNYMR,-083.235,+006.603,+000.094,+00.0292,+00.0524,+00.2641,+01.107,-00.043,-09.543,-00.000056,-00.001152,-00.000043*6C"
90,3.6000583240002015,vn200,VNYMR,-83.236,6.604,0.094,0.0297,0.0531,0.2631,1.105,-0.012,-9.556,-0.00039,0.000301,-0.000727,,,,,,,,,,"$VNYMR,-083.236,+006.604,+000.094,+00.0297,+00.0531,+00.2631,+01.105,-00.012,-09.556,-00.000390,+00.000301,-00.000727*63"
91,3.640058184000736,vn200,VNYMR,-83.237,6.602,0.093,0.029,0.0546,0.2622,1.091,-0.013,-9.54,-0.000488,-9.3e-05,-0.000427,,,,,,,,,,"$VNYMR,-083.237,+006.602,+000.093,+00.0290,+00.0546,+00.2622,+01.091,-00.013,-09.540,-00.000488,-00.000093,-00.000427*6F"
92,3.6800563780006996,vn200,VNYMR,-83.236,6.601,0.092,0.0306,0.0529,0.2624,1.111,-0.026,-9.549,0.000226,-0.00132,0.000981,,,,,,,,,,"$VNYMR,-083.236,+006.601,+000.092,+00.0306,+00.0529,+00.2624,+01.111,-00.026,-09.549,+00.000226,-00.001320,+00.000981*62"
93,3.7200576820005153,vn200,VNYMR,-83.236,6.602,0.092,0.0292,0.0521,0.2619,1.086,-0.024,-9.557,-0.000561,-0.000112,-5.1e-05,,,,,,,,,,"$VNYMR,-083.236,+006.602,+000.092,+00.0292,+00.0521,+00.2619,+01.086,-00.024,-09.557,-00.000561,-00.000112,-00.000051*6B"
94,3.7600587639999503,vn200,VNYMR,-83.236,6.602,0.092,0.029,0.0524,0.2617,1.11,-0.035,-9.554,6.8e-05,-0.000903,0.000141,,,,,,,,,,"$VNYMR,-083.236,+006.602,+000.092,+00.0290,+00.0524,+00.2617,+01.110,-00.035,-09.554,+00.000068,-00.000903,+00.000141*6B"
95,3.8000584390001677,vn200,VNYMR,-83.236,6.602,0.092,0.0297,0.0526,0.265,1.106,-0.02,-9.556,0.000462,-9.6e-05,2.1e-05,,,,,,,,,,"$VNYMR,-083.236,+006.602,+000.092,+00.0297,+00.0526,+00.2650,+01.106,-00.020,-09.556,+00.000462,-00.000096,+00.000021*60"
96,3.840058262000639,vn200,VNYMR,-83.238,6.602,0.091,0.0295,0.0541,0.2629,1.091,0.016,-9.545,-0.000459,-0.00073,9.3e-05,,,,,,,,,,"$VNYMR,-083.238,+006.602,+000.091,+00.0295,+00.0541,+00.2629,+01.091,+00.016,-09.545,-00.000459,-00.000730,+00.000093*62"
97,3.8800563250006235,vn200,VNYMR,-83.237,6.601,0.09,0.029,0.0539,0.265,1.107,0.003,-9.525,0.000239,-0.000506,0.001064,,,,,,,,,,"$VNYMR,-083.237,+006.601,+000.090,+00.0290,+00.0539,+00.2650,+01.107,+00.003,-09.525,+00.000239,-00.000506,+00.001064*6F"
98,3.9200628890002918,vn200,VNYMR,-83.237,6.601,0.088,0.0295,0.0539,0.2641,1.12,-0.028,-9.55,-0.000901,-0.000182,-0.000391,,,,,,,,,,"$VNYMR,-083.237,+006.601,+000.088,+00.0295,+00.0539,+00.2641,+01.120,-00.028,-09.550,-00.000901,-00.000182,-00.000391*6B"
99,3.960060397000234,vn200,VNYMR,-83.236,6.601,0.088,0.0299,0.0526,0.2639,1.113,-0.017,-9.53,0.000635,-0.000333,-8.6e-05,,,,,,,,,,"$VNYMR,-083.236,+006.601,+000.088,+00.0299,+00.0526,+00.2639,+01.113,-00.017,-09.530,+00.000635,-00.000333,-00.000086*6E"
100,4.00005612699988,vn200,VNYMR,-83.235,6.599,0.09,0.0292,0.0531,0.2638,1.108,-0.006,-9.572,0.000294,0.001747,-0.001515,,,,,,,,,,"$VNYMR,-083.235,+006.599,+000.090,+00.0292,+00.0531,+00.2638,+01.108,-00.006,-09.572,+00.000294,+00.001747,-00.001515*67"
101,4.040055301999928,vn200,VNYMR,-83.236,6.601,0.09,0.0297,0.0529,0.2619,1.095,-0.041,-9.554,-0.000405,0.000362,0.000147,,,,,,,,,,"$VNYMR,-083.236,+006.601,+000.090,+00.0297,+00.0529,+00.2619,+01.095,-00.041,-09.554,-00.000405,+00.000362,+00.000147*65"
102,4.080056921000505,vn200,VNYMR,-83.235,6.602,0.089,0.0299,0.0534,0.2646,1.115,0.0,-9.534,0.000402,-0.001172,0.00106,,,,,,,,,,"$VNYMR,-083.235,+006.602,+000.089,+00.0299,+00.0534,+00.2646,+01.115,+00.000,-09.534,+00.000402,-00.001172,+00.001060*69"
103,4.120061651000469,vn200,VNYMR,-83.237,6.601,0.088,0.0304,0.0536,0.2636,1.12,-0.032,-9.515,-0.000121,-0.000879,-0.000419,,,,,,,,,,"$VNYMR,-083.237,+006.601,+000.088,+00.0304,+00.0536,+00.2636,+01.120,-00.032,-09.515,-00.000121,-00.000879,-00.000419*67"
104,4.160056215000623,vn200,VNYMR,-83.237,6.602,0.088,0.03,0.0531,0.2622,1.105,-0.048,-9.538,-0.000455,0.000643,-3e-05,,,,,,,,,,"$VNYMR,-083.237,+006.602,+000.088,+00.0300,+00.0531,+00.2622,+01.105,-00.048,-09.538,-00.000455,+00.000643,-00.000030*6F"
105,4.200056593000227,vn200,VNYMR,-83.236,6.601,0.086,0.0299,0.0517,0.2636,1.098,-0.013,-9.54,-0.000164,-0.000224,-0.000231,,,,,,,,,,"$VNYMR,-083.236,+006.601,+000.086,+00.0299,+00.0517,+00.2636,+01.098,-00.013,-09.540,-00.000164,-00.000224,-00.000231*60"
106,4.240055564000613,vn200,VNYMR,-83.237,6.6,0.086,0.0297,0.0558,0.2629,1.115,0.002,-9.557,-0.000295,-0.000743,-0.000171,,,,,,,,,,"$VNYMR,-083.237,+006.600,+000.086,+00.0297,+00.0558,+00.2629,+01.115,+00.002,-09.557,-00.000295,-00.000743,-00.000171*61"
107,4.280056257000069,vn200,VNYMR,-83.237,6.6,0.086,0.029,0.0517,0.2627,1.115,-0.024,-9.558,-0.000928,0.000432,-0.001293,,,,,,,,,,"$VNYMR,-083.237,+006.600,+000.086,+00.0290,+00.0517,+00.2627,+01.115,-00.024,-09.558,-00.000928,+00.000432,-00.001293*6E"
108,4.320055932000287,vn200,VNYMR,-83.238,6.601,0.086,0.029,0.0522,0.2646,1.105,-0.012,-9.577,-0.000201,-3.8e-05,-0.000368,,,,,,,,,,"$VNYMR,-083.238,+006.601,+000.086,+00.0290,+00.0522,+00.2646,+01.105,-00.012,-09.577,-00.000201,-00.000038,-00.000368*64"
109,4.36005886500061,vn200,VNYMR,-83.239,6.6,0.084,0.029,0.0541,0.2634,1.121,0.003,-9.547,-0.000156,-0.000478,0.000304,,,,,,,,,,"$VNYMR,-083.239,+006.600,+000.084,+00.0290,+00.0541,+00.2634,+01.121,+00.003,-09.547,-00.000156,-00.000478,+00.000304*68"
110,4.4000558550005735,vn200,VNYMR,-83.239,6.601,0.085,0.0295,0.0526,0.2634,1.08,-0.003,-9.515,-0.000395,0.000935,-0.000955,,,,,,,,,,"$VNYMR,-083.239,+006.601,+000.085,+00.0295,+00.0526,+00.2634,+01.080,-00.003,-09.515,-00.000395,+00.000935,-00.000955*60"
111,4.440057492000051,vn200,VNYMR,-83.239,6.601,0.085,0.0292,0.0526,0.2639,1.099,-0.006,-9.519,-8.7e-05,0.000869,-0.000435,,,,,,,,,,"$VNYMR,-083.239,+006.601,+000.085,+00.0292,+00.0526,+00.2639,+01.099,-00.006,-09.519,-00.000087,+00.000869,-00.000435*68"
112,4.480056574000628,vn200,VNYMR,-83.239,6.601,0.086,0.0318,0.0536,0.2639,1.089,-0.041,-9.486,0.000687,0.000151,-0.000846,,,,,,,,,,"$VNYMR,-083.239,+006.601,+000.086,+00.0318,+00.0536,+00.2639,+01.089,-00.041,-09.486,+00.000687,+00.000151,-00.000846*66"
113,4.520057323000401,vn200,VNYMR,-83.238,6.6,0.086,0.0299,0.0529,0.2646,1.111,-0.001,-9.543,-0.000515,0.000811,0.000549,,,,,,,,,,"$VNYMR,-083.238,+006.600,+000.086,+00.0299,+00.0529,+00.2646,+01.111,-00.001,-09.543,-00.000515,+00.000811,+00.000549*63"
114,4.560057609000069,vn200,VNYMR,-83.238,6.599,0.086,0.0297,0.0526,0.2636,1.091,-0.034,-9.521,-0.000388,-0.000552,0.000361,,,,,,,,,,"$VNYMR,-083.238,+006.599,+000.086,+00.0297,+00.0526,+00.2636,+01.091,-00.034,-09.521,-00.000388,-00.000552,+00.000361*6F"
115,4.600058394000371,vn200,VNYMR,-83.238,6.6,0.087,0.0304,0.0539,0.2629,1.099,-0.017,-9.551,-0.000279,0.000918,0.000149,,,,,,,,,,"$VNYMR,-083.238,+006.600,+000.087,+00.0304,+00.0539,+00.2629,+01.099,-00.017,-09.551,-00.000279,+00.000918,+00.000149*6B"
116,4.6400571430003765,vn200,VNYMR,-83.237,6.599,0.087,0.0295,0.0512,0.2624,1.115,-0.009,-9.549,0.0003,-0.000413,0.000223,,,,,,,,,,"$VNYMR,-083.237,+006.599,+000.087,+00.0295,+00.0512,+00.2624,+01.115,-00.009,-09.549,+00.000300,-00.000413,+00.000223*6F"
117,4.680056336000234,vn200,VNYMR,-83.237,6.599,0.086,0.0295,0.0522,0.2646,1.09,0.005,-9.528,0.000985,0.000332,0.000102,,,,,,,,,,"$VNYMR,-083.237,+006.599,+000.086,+00.0295,+00.0522,+00.2646,+01.090,+00.005,-09.528,+00.000985,+00.000332,+00.000102*6D"
118,4.72005812200041,vn200,VNYMR,-83.237,6.599,0.087,0.0288,0.0524,0.2641,1.12,-0.016,-9.536,-0.001152,0.001575,-0.000547,,,,,,,,,,"$VNYMR,-083.237,+006.599,+000.087,+00.0288,+00.0524,+00.2641,+01.120,-00.016,-09.536,-00.001152,+00.001575,-00.000547*62"
119,4.760059000000183,vn200,VNYMR,-83.238,6.599,0.086,0.0288,0.0524,0.2639,1.125,-0.017,-9.551,-0.00067,0.000707,2.3e-05,,,,,,,,,,"$VNYMR,-083.238,+006.599,+000.086,+00.0288,+00.0524,+00.2639,+01.125,-00.017,-09.551,-00.000670,+00.000707,+00.000023*67"
120,4.800057526000273,vn200,VNYMR,-83.238,6.598,0.085,0.029,0.0529,0.2619,1.103,-0.018,-9.551,-0.000581,-0.000357,0.000477,,,,,,,,,,"$VNYMR,-083.238,+006.598,+000.085,+00.0290,+00.0529,+00.2619,+01.103,-00.018,-09.551,-00.000581,-00.000357,+00.000477*67"
121,4.840057422999962,vn200,VNYMR,-83.238,6.596,0.087,0.0292,0.0534,0.2636,1.089,-0.035,-9.553,0.001005,0.00013,0.00014,,,,,,,,,,"$VNYMR,-083.238,+006.596,+000.087,+00.0292,+00.0534,+00.2636,+01.089,-00.035,-09.553,+00.001005,+00.000130,+00.000140*6C"
122,4.880057283000497,vn200,VNYMR,-83.238,6.597,0.087,0.0297,0.0534,0.2646,1.116,-0.018,-9.557,0.000464,0.000425,0.001383,,,,,,,,,,"$VNYMR,-083.238,+006.597,+000.087,+00.0297,+00.0534,+00.2646,+01.116,-00.018,-09.557,+00.000464,+00.000425,+00.001383*6C"
123,4.920064161000482,vn200,VNYMR,-83.238,6.597,0.089,0.029,0.0529,0.2631,1.105,-0.01,-9.538,-0.000893,-0.000169,0.000369,,,,,,,,,,"$VNYMR,-083.238,+006.597,+000.089,+00.0290,+00.0529,+00.2631,+01.105,-00.010,-09.538,-00.000893,-00.000169,+00.000369*66"
124,4.960059947000445,vn200,VNYMR,-83.238,6.599,0.089,0.0295,0.0531,0.2627,1.099,-0.004,-9.521,0.001642,-0.000151,0.000653,,,,,,,,,,"$VNYMR,-083.238,+006.599,+000.089,+00.0295,+00.0531,+00.2627,+01.099,-00.004,-09.521,+00.001642,-00.000151,+00.000653*68"
