sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
83,3.3200565470015135,vn200,VNYMR,-83.462,6.617,0.074,0.0262,0.0541,0.2653,1.108,-0.036,-9.55,7.6e-05,-0.000252,0.000119,,,,,,,,,,"$VNYMR,-083.462,+006.617,+000.074,+00.0262,+00.0541,+00.2653,+01.108,-00.036,-09.550,+00.000076,-00.000252,+00.000119*6D"
84,3.360057782001604,vn200,VNYMR,-83.462,6.619,0.073,0.026,0.0538,0.2638,1.098,0.0,-9.563,0.000332,0.000187,-0.000861,,,,,,,,,,"$VNYMR,-083.462,+006.619,+000.073,+00.0260,+00.0538,+00.2638,+01.098,+00.000,-09.563,+00.000332,+00.000187,-00.000861*60"
85,3.400056462000066,vn200,VNYMR,-83.462,6.62,0.074,0.0255,0.0541,0.2629,1.131,-0.017,-9.549,-6.6e-05,0.000302,-0.000473,,,,,,,,,,"$VNYMR,-083.462,+006.620,+000.074,+00.0255,+00.0541,+00.2629,+01.131,-00.017,-09.549,-00.000066,+00.000302,-00.000473*6B"
86,3.440056289000495,vn200,VNYMR,-83.461,6.621,0.075,0.026,0.0538,0.2636,1.103,-0.019,-9.536,-1.7e-05,0.000213,0.00086,,,,,,,,,,"$VNYMR,-083.461,+006.621,+000.075,+00.0260,+00.0538,+00.2636,+01.103,-00.019,-09.536,-00.000017,+00.000213,+00.000860*66"
87,3.480055487001664,vn200,VNYMR,-83.46,6.621,0.074,0.025,0.0524,0.2646,1.112,-0.005,-9.511,-0.000139,0.001292,-8.7e-05,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.074,+00.0250,+00.0524,+00.2646,+01.112,-00.005,-09.511,-00.000139,+00.001292,-00.000087*65"
88,3.5200562410009297,vn200,VNYMR,-83.461,6.621,0.073,0.026,0.0521,0.2638,1.109,-0.008,-9.555,-0.000186,-0.00081,-0.000778,,,,,,,,,,"$VNYMR,-083.461,+006.621,+000.073,+00.0260,+00.0521,+00.2638,+01.109,-00.008,-09.555,-00.000186,-00.000810,-00.000778*6F"
89,3.5600561420014856,vn200,VNYMR,-83.463,6.622,0.073,0.0262,0.0538,0.2612,1.121,-0.037,-9.538,0.001065,-0.000227,-0.000804,,,,,,,,,,"$VNYMR,-083.463,+006.622,+000.073,+00.0262,+00.0538,+00.2612,+01.121,-00.037,-09.538,+00.001065,-00.000227,-00.000804*60"
90,3.6000554700003704,vn200,VNYMR,-83.464,6.622,0.072,0.0262,0.0529,0.2634,1.102,0.001,-9.521,0.00022,-0.000851,-0.000392,,,,,,,,,,"$VNYMR,-083.464,+006.622,+000.072,+00.0262,+00.0529,+00.2634,+01.102,+00.001,-09.521,+00.000220,-00.000851,-00.000392*65"
91,3.640055483001561,vn200,VNYMR,-83.464,6.622,0.071,0.0262,0.0548,0.2626,1.121,-0.016,-9.509,-4e-06,8.2e-05,-0.000366,,,,,,,,,,"$VNYMR,-083.464,+006.622,+000.071,+00.0262,+00.0548,+00.2626,+01.121,-00.016,-09.509,-00.000004,+00.000082,-00.000366*60"
92,3.68005845800144,vn200,VNYMR,-83.464,6.623,0.072,0.0262,0.0543,0.2638,1.125,-0.036,-9.515,-0.000631,-0.001235,-0.000731,,,,,,,,,,"$VNYMR,-083.464,+006.623,+000.072,+00.0262,+00.0543,+00.2638,+01.125,-00.036,-09.515,-00.000631,-00.001235,-00.000731*62"
93,3.7200563050009805,vn200,VNYMR,-83.465,6.623,0.073,0.0258,0.0541,0.2638,1.114,-0.018,-9.548,9.2e-05,-0.002101,-0.000628,,,,,,,,,,"$VNYMR,-083.465,+006.623,+000.073,+00.0258,+00.0541,+00.2638,+01.114,-00.018,-09.548,+00.000092,-00.002101,-00.000628*68"
94,3.7600559649999923,vn200,VNYMR,-83.464,6.624,0.071,0.0265,0.0538,0.2631,1.123,-0.011,-9.532,-0.001876,-0.001046,7.2e-05,,,,,,,,,,"$VNYMR,-083.464,+006.624,+000.071,+00.0265,+00.0538,+00.2631,+01.123,-00.011,-09.532,-00.001876,-00.001046,+00.000072*6E"
95,3.800055830000929,vn200,VNYMR,-83.463,6.625,0.068,0.0262,0.0553,0.2638,1.091,-0.01,-9.535,0.000142,0.000757,0.000602,,,,,,,,,,"$VNYMR,-083.463,+006.625,+000.068,+00.0262,+00.0553,+00.2638,+01.091,-00.010,-09.535,+00.000142,+00.000757,+00.000602*65"
96,3.8400568980014214,vn200,VNYMR,-83.462,6.624,0.07,0.0262,0.0538,0.2631,1.101,-0.022,-9.526,-0.001003,0.000834,-0.000463,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.070,+00.0262,+00.0538,+00.2631,+01.101,-00.022,-09.526,-00.001003,+00.000834,-00.000463*69"
97,3.880058448001364,vn200,VNYMR,-83.463,6.624,0.067,0.0269,0.0536,0.2641,1.118,0.004,-9.533,0.001101,0.000185,-0.000304,,,,,,,,,,"$VNYMR,-083.463,+006.624,+000.067,+00.0269,+00.0536,+00.2641,+01.118,+00.004,-09.533,+00.001101,+00.000185,-00.000304*62"
98,3.920058202000291,vn200,VNYMR,-83.464,6.625,0.069,0.0258,0.0548,0.2636,1.108,-0.026,-9.515,-0.000184,-0.000144,-0.000348,,,,,,,,,,"$VNYMR,-083.464,+006.625,+000.069,+00.0258,+00.0548,+00.2636,+01.108,-00.026,-09.515,-00.000184,-00.000144,-00.000348*6B"
99,3.9600561400002334,vn200,VNYMR,-83.462,6.626,0.071,0.0264,0.0531,0.2627,1.1,-0.027,-9.529,-0.001532,0.000191,0.000373,,,,,,,,,,"$VNYMR,-083.462,+006.626,+000.071,+00.0264,+00.0531,+00.2627,+01.100,-00.027,-09.529,-00.001532,+00.000191,+00.000373*68"
100,4.000055672000599,vn200,VNYMR,-83.462,6.625,0.072,0.0265,0.0536,0.2629,1.106,-0.0,-9.529,5.2e-05,0.000666,0.001014,,,,,,,,,,"$VNYMR,-083.462,+006.625,+000.072,+00.0265,+00.0536,+00.2629,+01.106,-00.000,-09.529,+00.000052,+00.000666,+00.001014*6B"
101,4.040058388000034,vn200,VNYMR,-83.462,6.624,0.073,0.0251,0.0548,0.2641,1.109,-0.011,-9.547,-0.000243,0.000587,8.1e-05,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.073,+00.0251,+00.0548,+00.2641,+01.109,-00.011,-09.547,-00.000243,+00.000587,+00.000081*69"
102,4.080057475001013,vn200,VNYMR,-83.462,6.624,0.072,0.0262,0.0524,0.2641,1.112,-0.012,-9.535,-0.000629,0.000324,-0.000714,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.072,+00.0262,+00.0524,+00.2641,+01.112,-00.012,-09.535,-00.000629,+00.000324,-00.000714*64"
103,4.120057617001294,vn200,VNYMR,-83.462,6.624,0.074,0.0258,0.0548,0.2636,1.094,-0.01,-9.505,-0.000795,0.001408,-0.001399,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.074,+00.0258,+00.0548,+00.2636,+01.094,-00.010,-09.505,-00.000795,+00.001408,-00.001399*61"
104,4.160057834000327,vn200,VNYMR,-83.461,6.623,0.074,0.025,0.0536,0.2641,1.112,-0.031,-9.501,-3.7e-05,-0.000864,0.000663,,,,,,,,,,"$VNYMR,-083.461,+006.623,+000.074,+00.0250,+00.0536,+00.2641,+01.112,-00.031,-09.501,-00.000037,-00.000864,+00.000663*65"
105,4.2000628280002275,vn200,VNYMR,-83.462,6.624,0.074,0.0265,0.0538,0.2631,1.097,-0.01,-9.512,-0.001411,-0.000487,0.000275,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.074,+00.0265,+00.0538,+00.2631,+01.097,-00.010,-09.512,-00.001411,-00.000487,+00.000275*60"
106,4.240058452000085,vn200,VNYMR,-83.462,6.624,0.074,0.0258,0.0548,0.2641,1.101,-0.018,-9.51,0.000803,-0.000186,-0.000551,,,,,,,,,,"$VNYMR,-083.462,+006.624,+000.074,+00.0258,+00.0548,+00.2641,+01.101,-00.018,-09.510,+00.000803,-00.000186,-00.000551*61"
107,4.280056798001169,vn200,VNYMR,-83.461,6.623,0.075,0.0264,0.0536,0.2643,1.122,-0.033,-9.541,0.000611,-0.001533,0.000323,,,,,,,,,,"$VNYMR,-083.461,+006.623,+000.075,+00.0264,+00.0536,+00.2643,+01.122,-00.033,-09.541,+00.000611,-00.001533,+00.000323*6F"
108,4.320056625001598,vn200,VNYMR,-83.459,6.623,0.074,0.0271,0.0538,0.2646,1.097,-0.013,-9.539,-0.000411,0.000268,-0.000126,,,,,,,,,,"$VNYMR,-083.459,+006.623,+000.074,+00.0271,+00.0538,+00.2646,+01.097,-00.013,-09.539,-00.000411,+00.000268,-00.000126*63"
109,4.360056842000631,vn200,VNYMR,-83.459,6.623,0.074,0.0269,0.0536,0.2638,1.12,-0.015,-9.516,0.000381,0.000347,-0.000422,,,,,,,,,,"$VNYMR,-083.459,+006.623,+000.074,+00.0269,+00.0536,+00.2638,+01.120,-00.015,-09.516,+00.000381,+00.000347,-00.000422*6E"
110,4.4000576510006795,vn200,VNYMR,-83.459,6.622,0.074,0.0246,0.056,0.2624,1.107,-0.013,-9.528,0.000592,-6.6e-05,-0.000658,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.074,+00.0246,+00.0560,+00.2624,+01.107,-00.013,-09.528,+00.000592,-00.000066,-00.000658*6F"
111,4.440057978999903,vn200,VNYMR,-83.46,6.621,0.075,0.0262,0.055,0.2622,1.107,-0.011,-9.548,-0.00028,-0.00101,-0.000307,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.075,+00.0262,+00.0550,+00.2622,+01.107,-00.011,-09.548,-00.000280,-00.001010,-00.000307*6D"
112,4.480058380000628,vn200,VNYMR,-83.46,6.622,0.074,0.0257,0.0529,0.2648,1.132,-0.011,-9.531,-0.001336,-2.6e-05,-0.000298,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.074,+00.0257,+00.0529,+00.2648,+01.132,-00.011,-09.531,-00.001336,-00.000026,-00.000298*6D"
113,4.520058430000063,vn200,VNYMR,-83.459,6.622,0.074,0.0258,0.0543,0.2643,1.094,-0.032,-9.555,-0.001065,0.000116,-4.3e-05,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.074,+00.0258,+00.0543,+00.2643,+01.094,-00.032,-09.555,-00.001065,+00.000116,-00.000043*64"
114,4.560057925000365,vn200,VNYMR,-83.459,6.622,0.073,0.0253,0.0546,0.2648,1.119,0.006,-9.512,-0.000205,0.000498,-0.000536,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.073,+00.0253,+00.0546,+00.2648,+01.119,+00.006,-09.512,-00.000205,+00.000498,-00.000536*61"
115,4.600057326000751,vn200,VNYMR,-83.46,6.622,0.072,0.026,0.055,0.2645,1.094,-0.032,-9.559,-0.000319,0.000983,-0.000418,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.072,+00.0260,+00.0550,+00.2645,+01.094,-00.032,-09.559,-00.000319,+00.000983,-00.000418*6C"
116,4.6400563580009475,vn200,VNYMR,-83.458,6.622,0.071,0.0257,0.0536,0.265,1.101,-0.034,-9.581,0.000605,-0.000213,0.001289,,,,,,,,,,"$VNYMR,-083.458,+006.622,+000.071,+00.0257,+00.0536,+00.2650,+01.101,-00.034,-09.581,+00.000605,-00.000213,+00.001289*69"
117,4.680057889001546,vn200,VNYMR,-83.456,6.621,0.072,0.026,0.0533,0.2638,1.11,0.001,-9.532,-0.000204,-7.2e-05,-0.000929,,,,,,,,,,"$VNYMR,-083.456,+006.621,+000.072,+00.0260,+00.0533,+00.2638,+01.110,+00.001,-09.532,-00.000204,-00.000072,-00.000929*60"
118,4.720056791000388,vn200,VNYMR,-83.456,6.619,0.07,0.0257,0.0538,0.2641,1.086,0.001,-9.526,-0.000675,0.001003,-0.000828,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.070,+00.0257,+00.0538,+00.2641,+01.086,+00.001,-09.526,-00.000675,+00.001003,-00.000828*60"
119,4.760055692000606,vn200,VNYMR,-83.457,6.619,0.068,0.0253,0.055,0.2619,1.112,-0.001,-9.524,0.000319,0.000153,-1e-05,,,,,,,,,,"$VNYMR,-083.457,+006.619,+000.068,+00.0253,+00.0550,+00.2619,+01.112,-00.001,-09.524,+00.000319,+00.000153,-00.000010*68"
120,4.80005622400131,vn200,VNYMR,-83.458,6.619,0.07,0.0264,0.0536,0.2643,1.128,0.002,-9.517,0.000419,-0.000463,0.001072,,,,,,,,,,"$VNYMR,-083.458,+006.619,+000.070,+00.0264,+00.0536,+00.2643,+01.128,+00.002,-09.517,+00.000419,-00.000463,+00.001072*6D"
121,4.840056218001337,vn200,VNYMR,-83.457,6.62,0.07,0.0269,0.056,0.2634,1.096,0.002,-9.501,-0.000606,0.001229,0.000861,,,,,,,,,,"$VNYMR,-083.457,+006.620,+000.070,+00.0269,+00.0560,+00.2634,+01.096,+00.002,-09.501,-00.000606,+00.001229,+00.000861*6B"
122,4.880055657000412,vn200,VNYMR,-83.456,6.619,0.07,0.0262,0.0536,0.2636,1.126,-0.0,-9.55,-0.000324,0.000321,0.000365,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.070,+00.0262,+00.0536,+00.2636,+01.126,-00.000,-09.550,-00.000324,+00.000321,+00.000365*62"
123,4.920056151000608,vn200,VNYMR,-83.457,6.619,0.07,0.0265,0.055,0.2634,1.094,-0.008,-9.514,-0.000564,-0.000279,-5e-06,,,,,,,,,,"$VNYMR,-083.457,+006.619,+000.070,+00.0265,+00.0550,+00.2634,+01.094,-00.008,-09.514,-00.000564,-00.000279,-00.000005*6D"
124,4.96005616399998,vn200,VNYMR,-83.456,6.62,0.069,0.0264,0.0533,0.2641,1.099,0.006,-9.539,0.000693,-0.000707,-0.000581,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.069,+00.0264,+00.0533,+00.2641,+01.099,+00.006,-09.539,+00.000693,-00.000707,-00.000581*6A"
125,5.00005606600098,vn200,VNYMR,-83.456,6.62,0.069,0.0262,0.0541,0.2622,1.072,-0.012,-9.516,0.000235,-0.001159,0.000454,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.069,+00.0262,+00.0541,+00.2622,+01.072,-00.012,-09.516,+00.000235,-00.001159,+00.000454*6C"
126,5.040057281999907,vn200,VNYMR,-83.456,6.62,0.069,0.0265,0.0546,0.2643,1.111,-0.041,-9.563,0.000125,0.00068,-0.000491,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.069,+00.0265,+00.0546,+00.2643,+01.111,-00.041,-09.563,+00.000125,+00.000680,-00.000491*62"
127,5.08005699900059,vn200,VNYMR,-83.456,6.621,0.069,0.0258,0.0543,0.2643,1.091,0.006,-9.544,0.000689,0.00061,0.000907,,,,,,,,,,"$VNYMR,-083.456,+006.621,+000.069,+00.0258,+00.0543,+00.2643,+01.091,+00.006,-09.544,+00.000689,+00.000610,+00.000907*6D"
128,5.120057956000892,vn200,VNYMR,-83.458,6.62,0.07,0.0248,0.0543,0.2653,1.116,-0.036,-9.5,-5.6e-05,-0.000465,-0.000702,,,,,,,,,,"$VNYMR,-083.458,+006.620,+000.070,+00.0248,+00.0543,+00.2653,+01.116,-00.036,-09.500,-00.000056,-00.000465,-00.000702*68"
129,5.160055987000305,vn200,VNYMR,-83.456,6.619,0.07,0.0264,0.0531,0.2629,1.11,0.003,-9.542,-0.000379,-0.000401,0.001498,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.070,+00.0264,+00.0531,+00.2629,+01.110,+00.003,-09.542,-00.000379,-00.000401,+00.001498*61"
130,5.20005977800065,vn200,VNYMR,-83.456,6.618,0.07,0.0255,0.0531,0.265,1.136,-0.025,-9.548,0.000309,0.000132,-0.00086,,,,,,,,,,"$VNYMR,-083.456,+006.618,+000.070,+00.0255,+00.0531,+00.2650,+01.136,-00.025,-09.548,+00.000309,+00.000132,-00.000860*6E"
131,5.240057846000127,vn200,VNYMR,-83.455,6.617,0.071,0.0258,0.055,0.2626,1.115,-0.002,-9.543,-0.000278,0.000447,0.000623,,,,,,,,,,"$VNYMR,-083.455,+006.617,+000.071,+00.0258,+00.0550,+00.2626,+01.115,-00.002,-09.543,-00.000278,+00.000447,+00.000623*6E"
132,5.280056100000365,vn200,VNYMR,-83.456,6.619,0.073,0.0257,0.0533,0.2641,1.123,-0.02,-9.541,0.000335,0.001371,0.000133,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.073,+00.0257,+00.0533,+00.2641,+01.123,-00.020,-09.541,+00.000335,+00.001371,+00.000133*66"
133,5.320056446000308,vn200,VNYMR,-83.455,6.621,0.073,0.0267,0.0536,0.2662,1.115,-0.027,-9.555,0.000258,-9e-06,-0.000483,,,,,,,,,,"$VNYMR,-083.455,+006.621,+000.073,+00.0267,+00.0536,+00.2662,+01.115,-00.027,-09.555,+00.000258,-00.000009,-00.000483*67"
134,5.360058866001054,vn200,VNYMR,-83.455,6.622,0.072,0.0255,0.0538,0.2648,1.116,-0.014,-9.522,-0.001113,0.000683,-0.000448,,,,,,,,,,"$VNYMR,-083.455,+006.622,+000.072,+00.0255,+00.0538,+00.2648,+01.116,-00.014,-09.522,-00.001113,+00.000683,-00.000448*6F"
135,5.400055897000129,vn200,VNYMR,-83.454,6.621,0.071,0.0253,0.0548,0.2645,1.102,-0.033,-9.532,-0.000997,-0.00057,-1.7e-05,,,,,,,,,,"$VNYMR,-083.454,+006.621,+000.071,+00.0253,+00.0548,+00.2645,+01.102,-00.033,-09.532,-00.000997,-00.000570,-00.000017*61"
136,5.440056762001404,vn200,VNYMR,-83.452,6.622,0.072,0.0267,0.0548,0.2648,1.116,-0.022,-9.536,0.001012,0.000171,-8e-06,,,,,,,,,,"$VNYMR,-083.452,+006.622,+000.072,+00.0267,+00.0548,+00.2648,+01.116,-00.022,-09.536,+00.001012,+00.000171,-00.000008*62"
137,5.480055757001537,vn200,VNYMR,-83.453,6.622,0.072,0.0258,0.0546,0.2631,1.102,-0.006,-9.551,0.000239,0.000162,-0.001472,,,,,,,,,,"$VNYMR,-083.453,+006.622,+000.072,+00.0258,+00.0546,+00.2631,+01.102,-00.006,-09.551,+00.000239,+00.000162,-00.001472*6D"
138,5.5200565660015855,vn200,VNYMR,-83.453,6.621,0.072,0.026,0.0548,0.2641,1.104,-0.006,-9.516,0.001085,-0.000401,-0.000293,,,,,,,,,,"$VNYMR,-083.453,+006.621,+000.072,+00.0260,+00.0548,+00.2641,+01.104,-00.006,-09.516,+00.001085,-00.000401,-00.000293*63"
139,5.560056282000005,vn200,VNYMR,-83.453,6.621,0.072,0.026,0.0538,0.2648,1.103,-0.014,-9.552,0.000168,0.000112,-0.000241,,,,,,,,,,"$VNYMR,-083.453,+006.621,+000.072,+00.0260,+00.0538,+00.2648,+01.103,-00.014,-09.552,+00.000168,+00.000112,-00.000241*64"
140,5.600055554001301,vn200,VNYMR,-83.453,6.622,0.071,0.0258,0.0548,0.2631,1.134,-0.021,-9.547,-0.000136,-0.000184,-0.000372,,,,,,,,,,"$VNYMR,-083.453,+006.622,+000.071,+00.0258,+00.0548,+00.2631,+01.134,-00.021,-09.547,-00.000136,-00.000184,-00.000372*65"
141,5.640055586000017,vn200,VNYMR,-83.453,6.62,0.071,0.026,0.0548,0.265,1.082,0.008,-9.554,-0.000512,0.000721,0.000376,,,,,,,,,,"$VNYMR,-083.453,+006.620,+000.071,+00.0260,+00.0548,+00.2650,+01.082,+00.008,-09.554,-00.000512,+00.000721,+00.000376*67"
142,5.6800565060002555,vn200,VNYMR,-83.453,6.619,0.072,0.0267,0.0538,0.2626,1.111,-0.029,-9.508,0.000152,-0.000573,-0.000114,,,,,,,,,,"$VNYMR,-083.453,+006.619,+000.072,+00.0267,+00.0538,+00.2626,+01.111,-00.029,-09.508,+00.000152,-00.000573,-00.000114*6D"
143,5.720055649000642,vn200,VNYMR,-83.453,6.619,0.072,0.0253,0.0548,0.2643,1.108,-0.02,-9.514,0.000658,0.000584,0.000494,,,,,,,,,,"$VNYMR,-083.453,+006.619,+000.072,+00.0253,+00.0548,+00.2643,+01.108,-00.020,-09.514,+00.000658,+00.000584,+00.000494*6A"
144,5.760056143000838,vn200,VNYMR,-83.45,6.621,0.071,0.026,0.0533,0.2643,1.099,-0.0,-9.562,-0.000304,-0.000492,0.000726,,,,,,,,,,"$VNYMR,-083.450,+006.621,+000.071,+00.0260,+00.0533,+00.2643,+01.099,-00.000,-09.562,-00.000304,-00.000492,+00.000726*67"
145,5.800056211000992,vn200,VNYMR,-83.452,6.621,0.071,0.0257,0.0529,0.2648,1.123,-0.005,-9.554,7.2e-05,0.000719,-0.001333,,,,,,,,,,"$VNYMR,-083.452,+006.621,+000.071,+00.0257,+00.0529,+00.2648,+01.123,-00.005,-09.554,+00.000072,+00.000719,-00.001333*64"
146,5.840056113000173,vn200,VNYMR,-83.452,6.62,0.071,0.0269,0.0558,0.2629,1.11,-0.022,-9.581,-0.000212,0.000641,-0.000543,,,,,,,,,,"$VNYMR,-083.452,+006.620,+000.071,+00.0269,+00.0558,+00.2629,+01.110,-00.022,-09.581,-00.000212,+00.000641,-00.000543*6A"
147,5.880056274001618,vn200,VNYMR,-83.451,6.619,0.071,0.026,0.0546,0.2624,1.134,-0.022,-9.557,-0.001116,-0.000531,0.00029,,,,,,,,,,"$VNYMR,-083.451,+006.619,+000.071,+00.0260,+00.0546,+00.2624,+01.134,-00.022,-09.557,-00.001116,-00.000531,+00.000290*6E"
148,5.920055472000968,vn200,VNYMR,-83.451,6.618,0.07,0.0269,0.0521,0.2653,1.105,0.004,-9.56,-0.00053,3.3e-05,0.000645,,,,,,,,,,"$VNYMR,-083.451,+006.618,+000.070,+00.0269,+00.0521,+00.2653,+01.105,+00.004,-09.560,-00.000530,+00.000033,+00.000645*6E"
149,5.960058041000593,vn200,VNYMR,-83.452,6.619,0.069,0.0258,0.055,0.2617,1.105,-0.027,-9.536,0.000363,-0.000683,-0.001635,,,,,,,,,,"$VNYMR,-083.452,+006.619,+000.069,+00.0258,+00.0550,+00.2617,+01.105,-00.027,-09.536,+00.000363,-00.000683,-00.001635*69"
150,6.000057683000705,vn200,VNYMR,-83.452,6.617,0.069,0.0251,0.0553,0.2641,1.109,-0.015,-9.563,-0.000226,-5.1e-05,0.000274,,,,,,,,,,"$VNYMR,-083.452,+006.617,+000.069,+00.0251,+00.0553,+00.2641,+01.109,-00.015,-09.563,-00.000226,-00.000051,+00.000274*6A"
151,6.0400587520016416,vn200,VNYMR,-83.453,6.618,0.069,0.0258,0.0555,0.2631,1.098,-0.01,-9.538,-0.000278,0.000589,2e-05,,,,,,,,,,"$VNYMR,-083.453,+006.618,+000.069,+00.0258,+00.0555,+00.2631,+01.098,-00.010,-09.538,-00.000278,+00.000589,+00.000020*60"
152,6.080058393999934,vn200,VNYMR,-83.453,6.617,0.07,0.026,0.055,0.2617,1.112,-0.035,-9.558,0.000203,-0.000787,8.8e-05,,,,,,,,,,"$VNYMR,-083.453,+006.617,+000.070,+00.0260,+00.0550,+00.2617,+01.112,-00.035,-09.558,+00.000203,-00.000787,+00.000088*6D"
153,6.120057814001484,vn200,VNYMR,-83.453,6.617,0.07,0.0264,0.0526,0.2646,1.106,0.01,-9.537,-6.4e-05,-0.00052,0.000525,,,,,,,,,,"$VNYMR,-083.453,+006.617,+000.070,+00.0264,+00.0526,+00.2646,+01.106,+00.010,-09.537,-00.000064,-00.000520,+00.000525*69"
154,6.160058031000517,vn200,VNYMR,-83.452,6.617,0.073,0.0264,0.0529,0.2627,1.112,-0.013,-9.544,0.000302,-0.000934,0.000369,,,,,,,,,,"$VNYMR,-083.452,+006.617,+000.073,+00.0264,+00.0529,+00.2627,+01.112,-00.013,-09.544,+00.000302,-00.000934,+00.000369*65"
155,6.200059933000375,vn200,VNYMR,-83.452,6.617,0.073,0.0264,0.0541,0.265,1.099,-0.001,-9.52,-0.00049,2.6e-05,0.000572,,,,,,,,,,"$VNYMR,-083.452,+006.617,+000.073,+00.0264,+00.0541,+00.2650,+01.099,-00.001,-09.520,-00.000490,+00.000026,+00.000572*62"
156,6.240058149000106,vn200,VNYMR,-83.45,6.617,0.072,0.0267,0.0543,0.2646,1.116,-0.002,-9.557,0.000145,0.000339,0.000994,,,,,,,,,,"$VNYMR,-083.450,+006.617,+000.072,+00.0267,+00.0543,+00.2646,+01.116,-00.002,-09.557,+00.000145,+00.000339,+00.000994*60"
157,6.280056847001106,vn200,VNYMR,-83.449,6.617,0.071,0.0255,0.0543,0.2631,1.098,0.012,-9.521,0.000458,-0.00068,0.000286,,,,,,,,,,"$VNYMR,-083.449,+006.617,+000.071,+00.0255,+00.0543,+00.2631,+01.098,+00.012,-09.521,+00.000458,-00.000680,+00.000286*6B"
158,6.320056434000435,vn200,VNYMR,-83.449,6.618,0.07,0.026,0.0546,0.2629,1.111,-0.019,-9.563,0.000224,0.000252,0.000355,,,,,,,,,,"$VNYMR,-083.449,+006.618,+000.070,+00.0260,+00.0546,+00.2629,+01.111,-00.019,-09.563,+00.000224,+00.000252,+00.000355*6B"
159,6.3600559100013925,vn200,VNYMR,-83.449,6.62,0.071,0.025,0.0536,0.2629,1.11,-0.003,-9.551,0.000198,-0.000241,0.000388,,,,,,,,,,"$VNYMR,-083.449,+006.620,+000.071,+00.0250,+00.0536,+00.2629,+01.110,-00.003,-09.551,+00.000198,-00.000241,+00.000388*6E"
160,6.400056312000743,vn200,VNYMR,-83.449,6.62,0.072,0.0269,0.0524,0.2634,1.122,-0.037,-9.545,-0.000761,-0.000557,0.000143,,,,,,,,,,"$VNYMR,-083.449,+006.620,+000.072,+00.0269,+00.0524,+00.2634,+01.122,-00.037,-09.545,-00.000761,-00.000557,+00.000143*68"
161,6.440056288000051,vn200,VNYMR,-83.448,6.62,0.073,0.0255,0.0536,0.2638,1.115,0.001,-9.56,5.4e-05,-0.000799,-0.001017,,,,,,,,,,"$VNYMR,-083.448,+006.620,+000.073,+00.0255,+00.0536,+00.2638,+01.115,+00.001,-09.560,+00.000054,-00.000799,-00.001017*68"
162,6.480055818999972,vn200,VNYMR,-83.449,6.62,0.073,0.0258,0.056,0.2633,1.117,-0.005,-9.538,-0.00049,0.001174,-0.000575,,,,,,,,,,"$VNYMR,-083.449,+006.620,+000.073,+00.0258,+00.0560,+00.2633,+01.117,-00.005,-09.538,-00.000490,+00.001174,-00.000575*69"
163,6.520056203000422,vn200,VNYMR,-83.449,6.62,0.073,0.025,0.0546,0.2655,1.127,-0.02,-9.568,-0.000398,0.000399,0.000462,,,,,,,,,,"$VNYMR,-083.449,+006.620,+000.073,+00.0250,+00.0546,+00.2655,+01.127,-00.020,-09.568,-00.000398,+00.000399,+00.000462*6A"
164,6.560056160000386,vn200,VNYMR,-83.448,6.62,0.074,0.026,0.0538,0.2636,1.112,-0.011,-9.536,-0.000445,-0.000533,0.001517,,,,,,,,,,"$VNYMR,-083.448,+006.620,+000.074,+00.0260,+00.0538,+00.2636,+01.112,-00.011,-09.536,-00.000445,-00.000533,+00.001517*69"
165,6.600055468999926,vn200,VNYMR,-83.448,6.62,0.075,0.0265,0.0541,0.2626,1.121,0.001,-9.528,0.000123,-0.000227,1.6e-05,,,,,,,,,,"$VNYMR,-083.448,+006.620,+000.075,+00.0265,+00.0541,+00.2626,+01.121,+00.001,-09.528,+00.000123,-00.000227,+00.000016*6E"
