sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
0,0.0002094430001307046,vn200,VNYMR,-83.459,6.618,0.083,0.0253,0.0538,0.2636,1.095,-0.018,-9.523,9.2e-05,-0.000571,-0.000501,,,,,,,,,,"$VNYMR,-083.459,+006.618,+000.083,+00.0253,+00.0538,+00.2636,+01.095,-00.018,-09.523,+00.000092,-00.000571,-00.000501*67"
1,0.04005941900140897,vn200,VNYMR,-83.457,6.617,0.084,0.026,0.0553,0.2638,1.118,-0.007,-9.532,-0.000143,0.000679,0.00083,,,,,,,,,,"$VNYMR,-083.457,+006.617,+000.084,+00.0260,+00.0553,+00.2638,+01.118,-00.007,-09.532,-00.000143,+00.000679,+00.000830*67"
2,0.0800566540001455,vn200,VNYMR,-83.457,6.617,0.083,0.0253,0.056,0.2633,1.103,-0.021,-9.559,-0.00044,-0.000772,0.000504,,,,,,,,,,"$VNYMR,-083.457,+006.617,+000.083,+00.0253,+00.0560,+00.2633,+01.103,-00.021,-09.559,-00.000440,-00.000772,+00.000504*68"
3,0.12005787000089185,vn200,VNYMR,-83.458,6.616,0.084,0.0267,0.0536,0.2626,1.099,-0.002,-9.526,0.000691,0.000543,0.0004,,,,,,,,,,"$VNYMR,-083.458,+006.616,+000.084,+00.0267,+00.0536,+00.2626,+01.099,-00.002,-09.526,+00.000691,+00.000543,+00.000400*61"
4,0.16005682700051693,vn200,VNYMR,-83.458,6.615,0.084,0.0267,0.0548,0.2662,1.096,-0.016,-9.546,-0.000955,0.000761,-0.000675,,,,,,,,,,"$VNYMR,-083.458,+006.615,+000.084,+00.0267,+00.0548,+00.2662,+01.096,-00.016,-09.546,-00.000955,+00.000761,-00.000675*62"
5,0.20005854300143255,vn200,VNYMR,-83.458,6.615,0.084,0.0257,0.0533,0.2658,1.093,-0.025,-9.539,-2.4e-05,0.000343,0.001071,,,,,,,,,,"$VNYMR,-083.458,+006.615,+000.084,+00.0257,+00.0533,+00.2658,+01.093,-00.025,-09.539,-00.000024,+00.000343,+00.001071*67"
6,0.2400569630008249,vn200,VNYMR,-83.459,6.615,0.084,0.026,0.0531,0.2626,1.1,0.008,-9.547,0.000344,-0.000715,-0.000478,,,,,,,,,,"$VNYMR,-083.459,+006.615,+000.084,+00.0260,+00.0531,+00.2626,+01.100,+00.008,-09.547,+00.000344,-00.000715,-00.000478*6A"
7,0.28005597600167675,vn200,VNYMR,-83.458,6.614,0.083,0.0262,0.0536,0.2636,1.086,-0.008,-9.547,0.000661,-0.000425,-0.000815,,,,,,,,,,"$VNYMR,-083.458,+006.614,+000.083,+00.0262,+00.0536,+00.2636,+01.086,-00.008,-09.547,+00.000661,-00.000425,-00.000815*65"
8,0.3200561920002656,vn200,VNYMR,-83.456,6.614,0.084,0.0262,0.0524,0.2638,1.109,-0.022,-9.532,-7.6e-05,0.000417,0.00131,,,,,,,,,,"$VNYMR,-083.456,+006.614,+000.084,+00.0262,+00.0524,+00.2638,+01.109,-00.022,-09.532,-00.000076,+00.000417,+00.001310*65"
9,0.3600557600002503,vn200,VNYMR,-83.456,6.614,0.084,0.0255,0.0548,0.2636,1.097,-0.009,-9.569,0.000172,-0.000334,-0.001172,,,,,,,,,,"$VNYMR,-083.456,+006.614,+000.084,+00.0255,+00.0548,+00.2636,+01.097,-00.009,-09.569,+00.000172,-00.000334,-00.001172*67"
10,0.4000554580015887,vn200,VNYMR,-83.457,6.614,0.084,0.025,0.0541,0.2643,1.1,-0.036,-9.539,0.000176,5.2e-05,-0.000165,,,,,,,,,,"$VNYMR,-083.457,+006.614,+000.084,+00.0250,+00.0541,+00.2643,+01.100,-00.036,-09.539,+00.000176,+00.000052,-00.000165*68"
11,0.44005556299998716,vn200,VNYMR,-83.457,6.613,0.085,0.0255,0.0526,0.2624,1.125,-0.024,-9.54,0.000876,0.00037,-0.000399,,,,,,,,,,"$VNYMR,-083.457,+006.613,+000.085,+00.0255,+00.0526,+00.2624,+01.125,-00.024,-09.540,+00.000876,+00.000370,-00.000399*6A"
12,0.4800563720000355,vn200,VNYMR,-83.459,6.611,0.084,0.026,0.0533,0.2638,1.088,-0.018,-9.523,-2.9e-05,-0.000413,-0.000625,,,,,,,,,,"$VNYMR,-083.459,+006.611,+000.084,+00.0260,+00.0533,+00.2638,+01.088,-00.018,-09.523,-00.000029,-00.000413,-00.000625*66"
13,0.5200568850013951,vn200,VNYMR,-83.46,6.61,0.085,0.0253,0.0538,0.2657,1.116,-0.01,-9.571,0.000492,-0.000282,-0.000483,,,,,,,,,,"$VNYMR,-083.460,+006.610,+000.085,+00.0253,+00.0538,+00.2657,+01.116,-00.010,-09.571,+00.000492,-00.000282,-00.000483*65"
14,0.5600546380010201,vn200,VNYMR,-83.46,6.612,0.086,0.0262,0.0538,0.2646,1.096,-0.042,-9.56,-0.000168,0.000594,0.000796,,,,,,,,,,"$VNYMR,-083.460,+006.612,+000.086,+00.0262,+00.0538,+00.2646,+01.096,-00.042,-09.560,-00.000168,+00.000594,+00.000796*69"
15,0.6000555390000955,vn200,VNYMR,-83.459,6.614,0.084,0.026,0.0538,0.266,1.095,-0.038,-9.537,-0.000355,-0.000415,0.001431,,,,,,,,,,"$VNYMR,-083.459,+006.614,+000.084,+00.0260,+00.0538,+00.2660,+01.095,-00.038,-09.537,-00.000355,-00.000415,+00.001431*60"
16,0.6400557740016666,vn200,VNYMR,-83.458,6.615,0.085,0.0253,0.0543,0.2634,1.106,0.003,-9.536,0.000106,0.000398,-6.5e-05,,,,,,,,,,"$VNYMR,-083.458,+006.615,+000.085,+00.0253,+00.0543,+00.2634,+01.106,+00.003,-09.536,+00.000106,+00.000398,-00.000065*6C"
17,0.6800593980005942,vn200,VNYMR,-83.457,6.614,0.084,0.025,0.0543,0.2643,1.114,-0.014,-9.547,0.000475,0.00037,-0.000105,,,,,,,,,,"$VNYMR,-083.457,+006.614,+000.084,+00.0250,+00.0543,+00.2643,+01.114,-00.014,-09.547,+00.000475,+00.000370,-00.000105*65"
18,0.720057299000473,vn200,VNYMR,-83.458,6.614,0.085,0.0269,0.0548,0.2626,1.094,-0.043,-9.537,0.000365,-2e-06,0.000395,,,,,,,,,,"$VNYMR,-083.458,+006.614,+000.085,+00.0269,+00.0548,+00.2626,+01.094,-00.043,-09.537,+00.000365,-00.000002,+00.000395*6E"
19,0.7600607010008389,vn200,VNYMR,-83.457,6.614,0.085,0.0251,0.0548,0.2631,1.104,-0.021,-9.53,0.000421,0.000519,-0.001333,,,,,,,,,,"$VNYMR,-083.457,+006.614,+000.085,+00.0251,+00.0548,+00.2631,+01.104,-00.021,-09.530,+00.000421,+00.000519,-00.001333*62"
20,0.8000558430012461,vn200,VNYMR,-83.458,6.612,0.084,0.0265,0.0543,0.2641,1.099,-0.017,-9.529,-0.000818,-0.000532,0.000327,,,,,,,,,,"$VNYMR,-083.458,+006.612,+000.084,+00.0265,+00.0543,+00.2641,+01.099,-00.017,-09.529,-00.000818,-00.000532,+00.000327*64"
21,0.840056615001231,vn200,VNYMR,-83.458,6.613,0.084,0.0255,0.0538,0.2634,1.107,-0.012,-9.527,0.000275,0.000451,0.000134,,,,,,,,,,"$VNYMR,-083.458,+006.613,+000.084,+00.0255,+00.0538,+00.2634,+01.107,-00.012,-09.527,+00.000275,+00.000451,+00.000134*60"
22,0.8800561269999889,vn200,VNYMR,-83.459,6.613,0.084,0.0255,0.0536,0.2631,1.119,-0.008,-9.506,-0.000128,-0.000347,-0.000585,,,,,,,,,,"$VNYMR,-083.459,+006.613,+000.084,+00.0255,+00.0536,+00.2631,+01.119,-00.008,-09.506,-00.000128,-00.000347,-00.000585*6E"
23,0.9200565099999949,vn200,VNYMR,-83.458,6.614,0.086,0.0262,0.0541,0.2646,1.065,-0.01,-9.546,0.000245,0.000172,-0.000887,,,,,,,,,,"$VNYMR,-083.458,+006.614,+000.086,+00.0262,+00.0541,+00.2646,+01.065,-00.010,-09.546,+00.000245,+00.000172,-00.000887*6A"
24,0.9600545040011639,vn200,VNYMR,-83.458,6.612,0.086,0.0257,0.0546,0.2653,1.127,-0.031,-9.543,-0.000305,-0.000147,-0.000669,,,,,,,,,,"$VNYMR,-083.458,+006.612,+000.086,+00.0257,+00.0546,+00.2653,+01.127,-00.031,-09.543,-00.000305,-00.000147,-00.000669*65"
25,1.0000557210005354,vn200,VNYMR,-83.459,6.613,0.086,0.0253,0.0536,0.2638,1.087,-0.006,-9.569,-1.9e-05,0.000225,-0.001079,,,,,,,,,,"$VNYMR,-083.459,+006.613,+000.086,+00.0253,+00.0536,+00.2638,+01.087,-00.006,-09.569,-00.000019,+00.000225,-00.001079*65"
26,1.0400568260010914,vn200,VNYMR,-83.457,6.612,0.085,0.026,0.0543,0.2641,1.117,-0.025,-9.51,-2.1e-05,-0.000361,0.000604,,,,,,,,,,"$VNYMR,-083.457,+006.612,+000.085,+00.0260,+00.0543,+00.2641,+01.117,-00.025,-09.510,-00.000021,-00.000361,+00.000604*65"
27,1.0800565240006108,vn200,VNYMR,-83.458,6.613,0.086,0.0262,0.0548,0.2641,1.106,-0.004,-9.538,-0.001069,5.4e-05,-9.2e-05,,,,,,,,,,"$VNYMR,-083.458,+006.613,+000.086,+00.0262,+00.0548,+00.2641,+01.106,-00.004,-09.538,-00.001069,+00.000054,-00.000092*69"
28,1.120056129000659,vn200,VNYMR,-83.458,6.611,0.084,0.0251,0.0553,0.2634,1.089,-0.007,-9.548,-0.00073,-0.000159,-9e-05,,,,,,,,,,"$VNYMR,-083.458,+006.611,+000.084,+00.0251,+00.0553,+00.2634,+01.089,-00.007,-09.548,-00.000730,-00.000159,-00.000090*61"
29,1.1600564750006015,vn200,VNYMR,-83.458,6.61,0.082,0.026,0.0538,0.2648,1.114,-0.012,-9.549,-0.000913,-0.001317,0.000181,,,,,,,,,,"$VNYMR,-083.458,+006.610,+000.082,+00.0260,+00.0538,+00.2648,+01.114,-00.012,-09.549,-00.000913,-00.001317,+00.000181*63"
30,1.200056821000544,vn200,VNYMR,-83.457,6.609,0.08,0.0269,0.0534,0.2634,1.105,-0.008,-9.527,9.5e-05,-0.000136,0.000521,,,,,,,,,,"$VNYMR,-083.457,+006.609,+000.080,+00.0269,+00.0534,+00.2634,+01.105,-00.008,-09.527,+00.000095,-00.000136,+00.000521*64"
31,1.240058241000952,vn200,VNYMR,-83.456,6.609,0.081,0.0255,0.0541,0.2643,1.1,0.016,-9.526,-0.000216,-0.000414,-7e-06,,,,,,,,,,"$VNYMR,-083.456,+006.609,+000.081,+00.0255,+00.0541,+00.2643,+01.100,+00.016,-09.526,-00.000216,-00.000414,-00.000007*69"
32,1.280057031000979,vn200,VNYMR,-83.456,6.606,0.08,0.0262,0.0533,0.2638,1.108,-0.028,-9.555,-0.000499,0.000936,-0.000569,,,,,,,,,,"$VNYMR,-083.456,+006.606,+000.080,+00.0262,+00.0533,+00.2638,+01.108,-00.028,-09.555,-00.000499,+00.000936,-00.000569*6A"
33,1.3200588950003294,vn200,VNYMR,-83.456,6.606,0.08,0.0255,0.0553,0.2631,1.093,-0.004,-9.524,0.000471,1.1e-05,-0.000522,,,,,,,,,,"$VNYMR,-083.456,+006.606,+000.080,+00.0255,+00.0553,+00.2631,+01.093,-00.004,-09.524,+00.000471,+00.000011,-00.000522*69"
34,1.3600587230012025,vn200,VNYMR,-83.455,6.607,0.079,0.0262,0.0555,0.2634,1.109,0.009,-9.543,0.000109,-0.000311,0.001498,,,,,,,,,,"$VNYMR,-083.455,+006.607,+000.079,+00.0262,+00.0555,+00.2634,+01.109,+00.009,-09.543,+00.000109,-00.000311,+00.001498*6A"
35,1.4000577730002988,vn200,VNYMR,-83.457,6.607,0.079,0.0265,0.0536,0.2626,1.114,-0.036,-9.485,0.000215,-0.001014,-0.001187,,,,,,,,,,"$VNYMR,-083.457,+006.607,+000.079,+00.0265,+00.0536,+00.2626,+01.114,-00.036,-09.485,+00.000215,-00.001014,-00.001187*60"
36,1.4400572480008123,vn200,VNYMR,-83.457,6.607,0.079,0.0262,0.0541,0.2653,1.128,-0.011,-9.551,-0.000326,0.000957,0.0002,,,,,,,,,,"$VNYMR,-083.457,+006.607,+000.079,+00.0262,+00.0541,+00.2653,+01.128,-00.011,-09.551,-00.000326,+00.000957,+00.000200*62"
37,1.4800579270013259,vn200,VNYMR,-83.457,6.607,0.079,0.0248,0.0541,0.2646,1.092,-0.002,-9.535,0.000375,-6.8e-05,-0.000227,,,,,,,,,,"$VNYMR,-083.457,+006.607,+000.079,+00.0248,+00.0541,+00.2646,+01.092,-00.002,-09.535,+00.000375,-00.000068,-00.000227*6E"
38,1.5200572180001473,vn200,VNYMR,-83.457,6.608,0.078,0.0257,0.0529,0.2631,1.104,-0.02,-9.53,-0.000218,-0.001253,-2.3e-05,,,,,,,,,,"$VNYMR,-083.457,+006.608,+000.078,+00.0257,+00.0529,+00.2631,+01.104,-00.020,-09.530,-00.000218,-00.001253,-00.000023*6A"
39,1.560055823001676,vn200,VNYMR,-83.457,6.609,0.078,0.0271,0.0519,0.2643,1.094,0.019,-9.548,0.001802,0.000687,0.000411,,,,,,,,,,"$VNYMR,-083.457,+006.609,+000.078,+00.0271,+00.0519,+00.2643,+01.094,+00.019,-09.548,+00.001802,+00.000687,+00.000411*6D"
40,1.6000576140013436,vn200,VNYMR,-83.458,6.609,0.079,0.0248,0.0528,0.2636,1.097,-0.017,-9.539,0.000125,-9.5e-05,-0.000186,,,,,,,,,,"$VNYMR,-083.458,+006.609,+000.079,+00.0248,+00.0528,+00.2636,+01.097,-00.017,-09.539,+00.000125,-00.000095,-00.000186*67"
41,1.6400597740012017,vn200,VNYMR,-83.458,6.608,0.08,0.026,0.0538,0.2643,1.122,-0.01,-9.54,-0.000392,0.000623,0.000287,,,,,,,,,,"$VNYMR,-083.458,+006.608,+000.080,+00.0260,+00.0538,+00.2643,+01.122,-00.010,-09.540,-00.000392,+00.000623,+00.000287*6E"
42,1.680058417001419,vn200,VNYMR,-83.459,6.608,0.079,0.026,0.0563,0.2629,1.102,-0.01,-9.54,-0.000417,-0.000293,-0.000405,,,,,,,,,,"$VNYMR,-083.459,+006.608,+000.079,+00.0260,+00.0563,+00.2629,+01.102,-00.010,-09.540,-00.000417,-00.000293,-00.000405*60"
43,1.7200572630008537,vn200,VNYMR,-83.459,6.611,0.079,0.025,0.0538,0.2648,1.113,-0.004,-9.538,0.000194,0.001372,-0.000564,,,,,,,,,,"$VNYMR,-083.459,+006.611,+000.079,+00.0250,+00.0538,+00.2648,+01.113,-00.004,-09.538,+00.000194,+00.001372,-00.000564*6F"
44,1.7600582009999926,vn200,VNYMR,-83.46,6.611,0.077,0.0257,0.0533,0.2641,1.1,0.004,-9.561,0.000518,0.000577,-0.001492,,,,,,,,,,"$VNYMR,-083.460,+006.611,+000.077,+00.0257,+00.0533,+00.2641,+01.100,+00.004,-09.561,+00.000518,+00.000577,-00.001492*6D"
45,1.800056862000929,vn200,VNYMR,-83.461,6.612,0.077,0.0269,0.0543,0.2622,1.095,-0.019,-9.526,0.00118,0.000462,0.001001,,,,,,,,,,"$VNYMR,-083.461,+006.612,+000.077,+00.0269,+00.0543,+00.2622,+01.095,-00.019,-09.526,+00.001180,+00.000462,+00.001001*6D"
46,1.8400568000015483,vn200,VNYMR,-83.461,6.612,0.077,0.0255,0.0541,0.2648,1.102,-0.005,-9.54,0.001042,0.000384,-0.000825,,,,,,,,,,"$VNYMR,-083.461,+006.612,+000.077,+00.0255,+00.0541,+00.2648,+01.102,-00.005,-09.540,+00.001042,+00.000384,-00.000825*67"
47,1.8800572760010255,vn200,VNYMR,-83.461,6.613,0.076,0.0253,0.0533,0.2641,1.106,-0.006,-9.538,-0.000409,0.000374,-0.000631,,,,,,,,,,"$VNYMR,-083.461,+006.613,+000.076,+00.0253,+00.0533,+00.2641,+01.106,-00.006,-09.538,-00.000409,+00.000374,-00.000631*6D"
48,1.9200564000002487,vn200,VNYMR,-83.462,6.614,0.078,0.026,0.0541,0.2641,1.117,-0.017,-9.575,-0.000606,0.000587,-0.000821,,,,,,,,,,"$VNYMR,-083.462,+006.614,+000.078,+00.0260,+00.0541,+00.2641,+01.117,-00.017,-09.575,-00.000606,+00.000587,-00.000821*63"
49,1.9600569869999163,vn200,VNYMR,-83.462,6.615,0.078,0.0258,0.0546,0.2626,1.13,-0.008,-9.523,0.000489,-0.000273,0.000145,,,,,,,,,,"$VNYMR,-083.462,+006.615,+000.078,+00.0258,+00.0546,+00.2626,+01.130,-00.008,-09.523,+00.000489,-00.000273,+00.000145*63"
50,2.000056499000493,vn200,VNYMR,-83.462,6.616,0.076,0.026,0.0546,0.2634,1.136,-0.01,-9.513,-0.000944,-0.000204,-0.000154,,,,,,,,,,"$VNYMR,-083.462,+006.616,+000.076,+00.0260,+00.0546,+00.2634,+01.136,-00.010,-09.513,-00.000944,-00.000204,-00.000154*66"
51,2.040058475000478,vn200,VNYMR,-83.461,6.615,0.076,0.026,0.055,0.261,1.129,-0.028,-9.541,-0.000394,0.0004,-8e-06,,,,,,,,,,"$VNYMR,-083.461,+006.615,+000.076,+00.0260,+00.0550,+00.2610,+01.129,-00.028,-09.541,-00.000394,+00.000400,-00.000008*6E"
52,2.080056358001457,vn200,VNYMR,-83.461,6.615,0.077,0.026,0.0529,0.2636,1.102,-0.027,-9.558,-0.000933,0.000333,0.00068,,,,,,,,,,"$VNYMR,-083.461,+006.615,+000.077,+00.0260,+00.0529,+00.2636,+01.102,-00.027,-09.558,-00.000933,+00.000333,+00.000680*6B"
53,2.1200587780003843,vn200,VNYMR,-83.459,6.612,0.078,0.026,0.0548,0.2655,1.107,-0.019,-9.538,0.000469,6.8e-05,-0.000197,,,,,,,,,,"$VNYMR,-083.459,+006.612,+000.078,+00.0260,+00.0548,+00.2655,+01.107,-00.019,-09.538,+00.000469,+00.000068,-00.000197*6A"
54,2.1600580680005805,vn200,VNYMR,-83.459,6.612,0.077,0.0267,0.0534,0.2643,1.104,0.013,-9.549,-0.000893,-0.001564,0.001549,,,,,,,,,,"$VNYMR,-083.459,+006.612,+000.077,+00.0267,+00.0534,+00.2643,+01.104,+00.013,-09.549,-00.000893,-00.001564,+00.001549*66"
55,2.2000633770003333,vn200,VNYMR,-83.46,6.612,0.077,0.025,0.0536,0.2648,1.091,-0.006,-9.543,0.000235,0.001017,0.000355,,,,,,,,,,"$VNYMR,-083.460,+006.612,+000.077,+00.0250,+00.0536,+00.2648,+01.091,-00.006,-09.543,+00.000235,+00.001017,+00.000355*69"
56,2.240058631001375,vn200,VNYMR,-83.461,6.611,0.077,0.0258,0.055,0.2648,1.092,-0.002,-9.542,0.000349,-6.3e-05,1.5e-05,,,,,,,,,,"$VNYMR,-083.461,+006.611,+000.077,+00.0258,+00.0550,+00.2648,+01.092,-00.002,-09.542,+00.000349,-00.000063,+00.000015*6C"
57,2.280068291000134,vn200,VNYMR,-83.46,6.61,0.077,0.0265,0.0558,0.2631,1.096,-0.004,-9.535,0.000385,-0.000168,-0.001332,,,,,,,,,,"$VNYMR,-083.460,+006.610,+000.077,+00.0265,+00.0558,+00.2631,+01.096,-00.004,-09.535,+00.000385,-00.000168,-00.001332*6D"
58,2.3200577850002446,vn200,VNYMR,-83.461,6.611,0.076,0.0255,0.0541,0.265,1.082,-0.019,-9.547,0.000517,-0.000713,-0.000726,,,,,,,,,,"$VNYMR,-083.461,+006.611,+000.076,+00.0255,+00.0541,+00.2650,+01.082,-00.019,-09.547,+00.000517,-00.000713,-00.000726*6B"
59,2.3600582430008217,vn200,VNYMR,-83.46,6.611,0.076,0.0253,0.0536,0.2641,1.117,-0.029,-9.538,-0.000149,5.3e-05,-7.9e-05,,,,,,,,,,"$VNYMR,-083.460,+006.611,+000.076,+00.0253,+00.0536,+00.2641,+01.117,-00.029,-09.538,-00.000149,+00.000053,-00.000079*6B"
60,2.4000578110008064,vn200,VNYMR,-83.46,6.614,0.076,0.0265,0.0546,0.2626,1.11,-0.02,-9.552,0.0004,0.000719,0.000259,,,,,,,,,,"$VNYMR,-083.460,+006.614,+000.076,+00.0265,+00.0546,+00.2626,+01.110,-00.020,-09.552,+00.000400,+00.000719,+00.000259*6E"
61,2.440058657000918,vn200,VNYMR,-83.46,6.614,0.076,0.026,0.0546,0.2629,1.121,-0.01,-9.57,-0.000672,0.000585,0.0012,,,,,,,,,,"$VNYMR,-083.460,+006.614,+000.076,+00.0260,+00.0546,+00.2629,+01.121,-00.010,-09.570,-00.000672,+00.000585,+00.001200*6E"
62,2.4800573360007547,vn200,VNYMR,-83.46,6.613,0.077,0.0248,0.0548,0.2619,1.102,-0.019,-9.547,0.000383,-5.2e-05,0.001086,,,,,,,,,,"$VNYMR,-083.460,+006.613,+000.077,+00.0248,+00.0548,+00.2619,+01.102,-00.019,-09.547,+00.000383,-00.000052,+00.001086*6B"
63,2.5200587380004436,vn200,VNYMR,-83.461,6.613,0.076,0.0255,0.0541,0.2655,1.091,0.0,-9.526,-0.000228,-2.7e-05,0.000133,,,,,,,,,,"$VNYMR,-083.461,+006.613,+000.076,+00.0255,+00.0541,+00.2655,+01.091,+00.000,-09.526,-00.000228,-00.000027,+00.000133*6E"
64,2.5600572880011896,vn200,VNYMR,-83.461,6.613,0.075,0.0253,0.0545,0.2622,1.119,0.023,-9.53,-0.000517,-0.000398,-0.001156,,,,,,,,,,"$VNYMR,-083.461,+006.613,+000.075,+00.0253,+00.0545,+00.2622,+01.119,+00.023,-09.530,-00.000517,-00.000398,-00.001156*60"
65,2.6000581520002015,vn200,VNYMR,-83.462,6.612,0.075,0.0253,0.0536,0.2641,1.108,-0.027,-9.534,0.000814,-0.002158,-0.000121,,,,,,,,,,"$VNYMR,-083.462,+006.612,+000.075,+00.0253,+00.0536,+00.2641,+01.108,-00.027,-09.534,+00.000814,-00.002158,-00.000121*60"
66,2.640057220000017,vn200,VNYMR,-83.462,6.612,0.075,0.026,0.0553,0.2636,1.101,-0.016,-9.541,-0.000612,-0.001104,0.000562,,,,,,,,,,"$VNYMR,-083.462,+006.612,+000.075,+00.0260,+00.0553,+00.2636,+01.101,-00.016,-09.541,-00.000612,-00.001104,+00.000562*6B"
67,2.6800585110013344,vn200,VNYMR,-83.462,6.611,0.074,0.0262,0.0529,0.2641,1.1,-0.011,-9.583,-0.000412,-0.000834,-0.00073,,,,,,,,,,"$VNYMR,-083.462,+006.611,+000.074,+00.0262,+00.0529,+00.2641,+01.100,-00.011,-09.583,-00.000412,-00.000834,-00.000730*64"
68,2.7200597270002618,vn200,VNYMR,-83.463,6.611,0.073,0.026,0.055,0.2645,1.097,-0.002,-9.555,-0.001169,0.000483,-0.000326,,,,,,,,,,"$VNYMR,-083.463,+006.611,+000.073,+00.0260,+00.0550,+00.2645,+01.097,-00.002,-09.555,-00.001169,+00.000483,-00.000326*61"
69,2.7600574620009866,vn200,VNYMR,-83.463,6.612,0.073,0.026,0.0536,0.2643,1.122,-0.047,-9.561,-0.000177,-0.000201,0.00028,,,,,,,,,,"$VNYMR,-083.463,+006.612,+000.073,+00.0260,+00.0536,+00.2643,+01.122,-00.047,-09.561,-00.000177,-00.000201,+00.000280*62"
70,2.800057104001098,vn200,VNYMR,-83.461,6.614,0.073,0.0271,0.0536,0.2646,1.136,-0.009,-9.556,-0.00025,0.001346,-0.000301,,,,,,,,,,"$VNYMR,-083.461,+006.614,+000.073,+00.0271,+00.0536,+00.2646,+01.136,-00.009,-09.556,-00.000250,+00.001346,-00.000301*65"
71,2.8400590430010197,vn200,VNYMR,-83.461,6.614,0.075,0.0248,0.0543,0.2629,1.101,-0.019,-9.552,0.000823,-0.000201,0.000224,,,,,,,,,,"$VNYMR,-083.461,+006.614,+000.075,+00.0248,+00.0543,+00.2629,+01.101,-00.019,-09.552,+00.000823,-00.000201,+00.000224*6E"
72,2.880057519001639,vn200,VNYMR,-83.462,6.615,0.076,0.026,0.0526,0.2631,1.105,-0.033,-9.535,0.00081,0.001103,4.5e-05,,,,,,,,,,"$VNYMR,-083.462,+006.615,+000.076,+00.0260,+00.0526,+00.2631,+01.105,-00.033,-09.535,+00.000810,+00.001103,+00.000045*61"
73,2.9200574200003757,vn200,VNYMR,-83.461,6.615,0.078,0.026,0.0538,0.2646,1.124,-0.028,-9.529,0.000155,-0.000905,0.001116,,,,,,,,,,"$VNYMR,-083.461,+006.615,+000.078,+00.0260,+00.0538,+00.2646,+01.124,-00.028,-09.529,+00.000155,-00.000905,+00.001116*60"
74,2.9600563399999373,vn200,VNYMR,-83.46,6.615,0.078,0.0253,0.0543,0.2629,1.095,-0.032,-9.555,-0.000568,0.000561,-0.000275,,,,,,,,,,"$VNYMR,-083.460,+006.615,+000.078,+00.0253,+00.0543,+00.2629,+01.095,-00.032,-09.555,-00.000568,+00.000561,-00.000275*6A"
75,3.000056298000345,vn200,VNYMR,-83.461,6.616,0.077,0.0246,0.0548,0.2629,1.128,-0.024,-9.524,0.000244,0.000572,0.000308,,,,,,,,,,"$VNYMR,-083.461,+006.616,+000.077,+00.0246,+00.0548,+00.2629,+01.128,-00.024,-09.524,+00.000244,+00.000572,+00.000308*6E"
76,3.040058661999865,vn200,VNYMR,-83.461,6.616,0.077,0.025,0.0538,0.2643,1.112,0.002,-9.469,9.4e-05,-0.001024,-3.9e-05,,,,,,,,,,"$VNYMR,-083.461,+006.616,+000.077,+00.0250,+00.0538,+00.2643,+01.112,+00.002,-09.469,+00.000094,-00.001024,-00.000039*68"
77,3.080058730000019,vn200,VNYMR,-83.461,6.618,0.077,0.0255,0.0548,0.2646,1.113,-0.019,-9.534,0.000365,-0.00094,-0.000805,,,,,,,,,,"$VNYMR,-083.461,+006.618,+000.077,+00.0255,+00.0548,+00.2646,+01.113,-00.019,-09.534,+00.000365,-00.000940,-00.000805*65"
78,3.1200579470005323,vn200,VNYMR,-83.461,6.618,0.077,0.026,0.0558,0.265,1.101,-0.016,-9.533,-0.000674,-0.000256,-0.000458,,,,,,,,,,"$VNYMR,-083.461,+006.618,+000.077,+00.0260,+00.0558,+00.2650,+01.101,-00.016,-09.533,-00.000674,-00.000256,-00.000458*65"
79,3.160058867000771,vn200,VNYMR,-83.461,6.617,0.076,0.0255,0.0529,0.2653,1.105,-0.009,-9.568,0.000334,0.000733,0.000672,,,,,,,,,,"$VNYMR,-083.461,+006.617,+000.076,+00.0255,+00.0529,+00.2653,+01.105,-00.009,-09.568,+00.000334,+00.000733,+00.000672*67"
80,3.2000629720005236,vn200,VNYMR,-83.461,6.617,0.076,0.0265,0.0548,0.2643,1.122,-0.046,-9.551,1.7e-05,-0.000475,-0.000268,,,,,,,,,,"$VNYMR,-083.461,+006.617,+000.076,+00.0265,+00.0548,+00.2643,+01.122,-00.046,-09.551,+00.000017,-00.000475,-00.000268*6A"
81,3.240057947999958,vn200,VNYMR,-83.461,6.617,0.075,0.0264,0.0538,0.2653,1.095,-0.01,-9.552,-0.00125,0.000564,-0.000221,,,,,,,,,,"$VNYMR,-083.461,+006.617,+000.075,+00.0264,+00.0538,+00.2653,+01.095,-00.010,-09.552,-00.001250,+00.000564,-00.000221*6F"
82,3.2800555900012114,vn200,VNYMR,-83.462,6.617,0.074,0.0255,0.0538,0.2646,1.086,-0.029,-9.542,-0.000455,0.000587,0.000603,,,,,,,,,,"$VNYMR,-083.462,+006.617,+000.074,+00.0255,+00.0538,+00.2646,+01.086,-00.029,-09.542,-00.000455,+00.000587,+00.000603*6F"
